PeakID (cmd=annotatePeaks.pl gain_W281PvW281X.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
240	chr3	16060291	16060790	+	0	NA	Intergenic	Intergenic	-114140	NM_054110	117248	Hs.411308	NM_054110	ENSG00000131386	GALNT15	GALNACT15|GALNT13|GALNT7|GALNTL2|PIH5|pp-GalNAc-T15	polypeptide N-acetylgalactosaminyltransferase 15	protein-coding
83	chr3	124409858	124410357	+	0	NA	intron (NM_001024660, intron 13 of 59)	intron (NM_001024660, intron 13 of 59)	35775	NR_106731	102464832		NR_106731	ENSG00000276656	MIR6083	hsa-mir-6083	microRNA 6083	ncRNA
245	chr4	128385507	128386006	+	0	NA	Intergenic	Intergenic	-42260	NR_125882	100507487	Hs.549644	NR_125882	ENSG00000251432	LINC02615	-	long intergenic non-protein coding RNA 2615	ncRNA
70	chr7	130356163	130356662	+	0	NA	intron (NM_080385, intron 5 of 12)	intron (NM_080385, intron 5 of 12)	10715	NR_133928	105375504	Hs.436058	NR_133928		LOC105375504	-	uncharacterized LOC105375504	ncRNA
89	chr4	136203376	136203875	+	0	NA	Intergenic	LTR22C2|LTR|ERVK	-289945	NR_103763	100507528	Hs.518987	NR_103762	ENSG00000248330	LINC00613	-	long intergenic non-protein coding RNA 613	ncRNA
5	chr2	224679062	224679561	+	0	NA	Intergenic	AluSz6|SINE|Alu	-93914	NM_001257197	8452	Hs.372286	NM_003590	ENSG00000036257	CUL3	CUL-3|PHA2E	cullin 3	protein-coding
84	chr8	21068003	21068502	+	0	NA	Intergenic	LTR16|LTR|ERVL	94266	NR_033894	286114	Hs.651884	NR_033894	ENSG00000253199	LINC02153	-	long intergenic non-protein coding RNA 2153	ncRNA
235	chr1	24266392	24266891	+	0	NA	Intergenic	Intergenic	-52716	NM_198174	57822	Hs.657920	NM_021180	ENSG00000158055	GRHL3	SOM|TFCP2L4|VWS2	grainyhead like transcription factor 3	protein-coding
125	chr7	13920141	13920640	+	0	NA	intron (NM_001370555, intron 8 of 12)	intron (NM_001370555, intron 8 of 12)	66124	NM_001163151	2115	Hs.22634	NM_004956	ENSG00000006468	ETV1	ER81	ETS variant 1	protein-coding
234	chr10	103527396	103527895	+	0	NA	intron (NM_004210, intron 1 of 5)	MER41B|LTR|ERV1	-10203	NR_120676	102724341	Hs.599425	NR_120675	ENSG00000235470	NEURL1-AS1	-	NEURL1 antisense RNA 1	ncRNA
124	chr12	26274488	26274987	+	0	NA	Intergenic	Intergenic	79164	NM_005086	8082	Hs.183428	NM_005086	ENSG00000123096	SSPN	DAGA5|KRAG|NSPN|SPN1|SPN2	sarcospan	protein-coding
58	chr1	171296251	171296750	+	0	NA	Intergenic	PRIMA4-int|LTR|ERV1	-17683	NM_002022	2329	Hs.386502	NM_002022	ENSG00000076258	FMO4	FMO2	flavin containing dimethylaniline monoxygenase 4	protein-coding
113	chr13	32225539	32226038	+	0	NA	intron (NM_023037, intron 38 of 60)	intron (NM_023037, intron 38 of 60)	86166	NM_001136571	646799	Hs.569254	NM_001136571	ENSG00000189167	ZAR1L	Z3CXXC7|ZAR2	zygote arrest 1 like	protein-coding
166	chr4	83392591	83393090	+	0	NA	Intergenic	MLT1D|LTR|ERVL-MaLR	-57687	NM_001166498	10855	Hs.44227	NM_006665	ENSG00000173083	HPSE	HPA|HPA1|HPR1|HPSE1|HSE1	heparanase	protein-coding
176	chr3	4986773	4987272	+	0	NA	Intergenic	CpG	-7061	NR_125915	100507582	Hs.434505	NR_037903	ENSG00000235831	BHLHE40-AS1	-	BHLHE40 antisense RNA 1	ncRNA
244	chr9	120730702	120731201	+	0	NA	Intergenic	Intergenic	-16481	NM_001080497	1955	Hs.744903	NM_001080497	ENSG00000106780	MEGF9	EGFL5	multiple EGF like domains 9	protein-coding
153	chr1	208111799	208112298	+	0	NA	intron (NM_025179, intron 4 of 31)	intron (NM_025179, intron 4 of 31)	132336	NM_025179	5362	Hs.497626	NM_025179	ENSG00000076356	PLXNA2	OCT|PLXN2	plexin A2	protein-coding
189	chr13	34733634	34734133	+	0	NA	Intergenic	Intergenic	-93198	NR_047036	100874179	Hs.569253	NR_047036	ENSG00000225179	LINC00457	-	long intergenic non-protein coding RNA 457	ncRNA
265	chr4	140090137	140090636	+	0	NA	intron (NM_018717, intron 1 of 4)	intron (NM_018717, intron 1 of 4)	-37629	NR_147610	101927516	Hs.662570	NR_147610		LOC101927516	-	uncharacterized LOC101927516	ncRNA
275	chr15	90165592	90166091	+	0	NA	Intergenic	Intergenic	-19079	NM_020210	10509	Hs.474935	NM_020210	ENSG00000185033	SEMA4B	SEMAC|SemC	semaphorin 4B	protein-coding
108	chr5	95712393	95712892	+	0	NA	intron (NM_001349303, intron 2 of 8)	MLT1G|LTR|ERVL-MaLR	-18694	NM_014899	22836	Hs.445030	NM_014899	ENSG00000164292	RHOBTB3	-	Rho related BTB domain containing 3	protein-coding
209	chr1	201721171	201721670	+	0	NA	intron (NM_020443, intron 3 of 29)	intron (NM_020443, intron 3 of 29)	1912	NR_049823	100847050		NR_049823	ENSG00000264802	MIR5191	-	microRNA 5191	ncRNA
60	chr6	126780505	126781004	+	0	NA	Intergenic	Intergenic	296123	NR_030316	693173		NR_030316	ENSG00000207632	MIR588	MIRN588|hsa-mir-588	microRNA 588	ncRNA
87	chr18	49593311	49593810	+	0	NA	3' UTR (NM_001308006, exon 9 of 9)	3' UTR (NM_001308006, exon 9 of 9)	31503	NM_001308006	9388	Hs.465102	NM_006033	ENSG00000101670	LIPG	EDL|EL|PRO719	lipase G, endothelial type	protein-coding
86	chr8	142699625	142700124	+	0	NA	promoter-TSS (NM_001160354)	promoter-TSS (NM_001160354)	-237	NM_001160355	54742	Hs.69517	NM_017527	ENSG00000160886	LY6K	CT97|HSJ001348|URLC10|ly-6K	lymphocyte antigen 6 family member K	protein-coding
226	chr2	237128186	237128685	+	0	NA	Intergenic	Intergenic	42546	NM_006710	10920	Hs.531713	NM_006710	ENSG00000198612	COPS8	COP9|CSN8|SGN8	COP9 signalosome subunit 8	protein-coding
110	chr6	47106614	47107113	+	0	NA	Intergenic	(C)n|Simple_repeat|Simple_repeat	-64531	NM_025048	266977	Hs.733762	NM_025048	ENSG00000153292	ADGRF1	GPR110|KPG_012|PGR19|hGPCR36	adhesion G protein-coupled receptor F1	protein-coding
151	chr6	126773232	126773731	+	0	NA	Intergenic	Intergenic	288850	NR_030316	693173		NR_030316	ENSG00000207632	MIR588	MIRN588|hsa-mir-588	microRNA 588	ncRNA
196	chr4	88158493	88158992	+	0	NA	promoter-TSS (NM_004827)	promoter-TSS (NM_004827)	-103	NM_004827	9429	Hs.480218	NM_004827	ENSG00000118777	ABCG2	ABC15|ABCP|BCRP|BCRP1|BMDP|CD338|CDw338|EST157481|GOUT1|MRX|MXR|MXR-1|MXR1|UAQTL1	ATP binding cassette subfamily G member 2 (Junior blood group)	protein-coding
111	chr15	41001437	41001936	+	0	NA	intron (NM_017553, intron 28 of 35)	intron (NM_017553, intron 28 of 35)	48215	NM_024111	79094	Hs.155569	NM_024111	ENSG00000128965	CHAC1	-	ChaC glutathione specific gamma-glutamylcyclotransferase 1	protein-coding
136	chr2	203280651	203281628	+	0	NA	intron (NM_177538, intron 8 of 12)	intron (NM_177538, intron 8 of 12)	42698	NM_177538	57404	Hs.446065	NM_020674	ENSG00000119004	CYP20A1	CYP-M	cytochrome P450 family 20 subfamily A member 1	protein-coding
150	chr9	78982769	78983268	+	0	NA	Intergenic	AluJb|SINE|Alu	162648	NR_109771	101927450	Hs.738041	NR_109771	ENSG00000260995	LOC101927450	-	uncharacterized LOC101927450	ncRNA
146	chr2	53505738	53506237	+	0	NA	Intergenic	LTR32|LTR|ERVL	-261796	NM_001346127	494143	Hs.585944	NM_001008708	ENSG00000143942	CHAC2	GCG1	ChaC cation transport regulator homolog 2	protein-coding
274	chr4	128241589	128242088	+	0	NA	Intergenic	Intergenic	45975	NM_006320	10424	Hs.507910	NM_006320	ENSG00000164040	PGRMC2	DG6|PMBP	progesterone receptor membrane component 2	protein-coding
264	chr5	127934784	127935283	+	0	NA	intron (NM_001317938, intron 6 of 6)	intron (NM_001317938, intron 6 of 6)	148142	NR_152798	644873	Hs.340623	NR_015360	ENSG00000245937	LINC01184	-	long intergenic non-protein coding RNA 1184	ncRNA
90	chr10	97150155	97150654	+	0	NA	intron (NM_003061, intron 4 of 36)	intron (NM_003061, intron 4 of 36)	35555	NM_003061	6585	Hs.632082	NM_003061	ENSG00000187122	SLIT1	MEGF4|SLIL1|SLIT-1|SLIT3	slit guidance ligand 1	protein-coding
20	chr1	171219930	171220429	+	0	NA	Intergenic	HERVIP10B3-int|LTR|ERV1	-28292	NM_001282694	2326	Hs.1424	NM_002021	ENSG00000010932	FMO1	-	flavin containing dimethylaniline monoxygenase 1	protein-coding
155	chr1	94698829	94699328	+	0	NA	intron (NR_160779, intron 2 of 5)	intron (NR_160779, intron 2 of 5)	46822	NR_039620	100616321		NR_039620	ENSG00000263526	MIR378G	-	microRNA 378g	ncRNA
3	chr9	80061828	80062327	+	0	NA	Intergenic	LFSINE_Vert|SINE|tRNA	87054	NR_121212	101927477	Hs.571630	NR_121212		LINC01507	XLOC_000303	long intergenic non-protein coding RNA 1507	ncRNA
18	chr7	36972106	36972605	+	0	NA	intron (NM_001206480, intron 16 of 21)	intron (NM_001206480, intron 16 of 21)	12757	NM_001039459	9844	Hs.434989	NM_014800	ENSG00000155849	ELMO1	CED-12|CED12|ELMO-1	engulfment and cell motility 1	protein-coding
115	chr15	98896684	98897183	+	0	NA	intron (NM_000875, intron 4 of 20)	intron (NM_000875, intron 4 of 20)	108723	NM_001102612	145814	Hs.592021	NM_001102612	ENSG00000183571	PGPEP1L	-	pyroglutamyl-peptidase I like	protein-coding
46	chr6	158405387	158405886	+	0	NA	intron (NM_020245, intron 1 of 13)	LTR14B|LTR|ERVK	82654	NR_145798	109623462		NR_145798		SNORA116	-	small nucleolar RNA, H/ACA box 116	snoRNA
47	chr8	52467102	52467601	+	0	NA	Intergenic	Intergenic	-57472	NM_001352876	9705	Hs.655499	NM_014682	ENSG00000147488	ST18	NZF-3|NZF3|ZC2H2C3|ZC2HC10|ZNF387	ST18 C2H2C-type zinc finger transcription factor	protein-coding
154	chr2	12006661	12007160	+	0	NA	promoter-TSS (NR_110198)	promoter-TSS (NR_110198)	-206	NR_110197	100506457	Hs.197824	NR_110196	ENSG00000224184	MIR3681HG	-	MIR3681 host gene	ncRNA
1	chr1	171295400	171295899	+	0	NA	Intergenic	AluSc5|SINE|Alu	-18534	NM_002022	2329	Hs.386502	NM_002022	ENSG00000076258	FMO4	FMO2	flavin containing dimethylaniline monoxygenase 4	protein-coding
243	chr3	141083918	141084417	+	0	NA	intron (NM_080862, intron 2 of 2)	intron (NM_080862, intron 2 of 2)	32820	NM_080862	92369	Hs.655112	NM_080862	ENSG00000175093	SPSB4	SSB-4|SSB4	splA/ryanodine receptor domain and SOCS box containing 4	protein-coding
38	chr1	208119962	208120461	+	0	NA	intron (NM_025179, intron 4 of 31)	L2b|LINE|L2	124173	NM_025179	5362	Hs.497626	NM_025179	ENSG00000076356	PLXNA2	OCT|PLXN2	plexin A2	protein-coding
114	chr1	214316459	214316958	+	0	NA	intron (NM_020197, intron 3 of 11)	Plat_L3|LINE|CR1	35549	NM_020197	56950	Hs.66170	NM_020197	ENSG00000143499	SMYD2	HSKM-B|KMT3C|ZMYND14	SET and MYND domain containing 2	protein-coding
202	chr4	102429512	102430011	+	0	NA	intron (NR_136202, intron 2 of 4)	L2|LINE|L2	-71598	NM_003998	4790	Hs.618430	NM_003998	ENSG00000109320	NFKB1	CVID12|EBP-1|KBF1|NF-kB1|NF-kappa-B1|NF-kappaB|NFKB-p105|NFKB-p50|NFkappaB|p105|p50	nuclear factor kappa B subunit 1	protein-coding
260	chr1	90198556	90199055	+	0	NA	Intergenic	Intergenic	203695	NM_001320185	284695	Hs.306221	NM_181781	ENSG00000162664	ZNF326	ZAN75|ZIRD|Zfp326|dJ871E2.1	zinc finger protein 326	protein-coding
270	chr5	173629667	173630166	+	0	NA	Intergenic	Intergenic	-13253	NM_001159651	91272	Hs.425091	NM_138369	ENSG00000145919	BOD1	FAM44B	biorientation of chromosomes in cell division 1	protein-coding
123	chr10	58856423	58856922	+	0	NA	Intergenic	Intergenic	141657	NR_027508	728640	Hs.729209	NR_027508		FAM133CP	-	family with sequence similarity 133, member A pseudogene	pseudo
233	chr15	39213417	39213916	+	0	NA	Intergenic	Intergenic	-37003	NR_144507	400360	Hs.376109	NM_207445	ENSG00000175746	C15orf54	-	chromosome 15 open reading frame 54 (putative)	ncRNA
271	chr5	38598895	38599394	+	0	NA	intron (NR_103554, intron 2 of 8)	intron (NR_103554, intron 2 of 8)	-3739	NM_002310	3977	Hs.133421	NM_002310	ENSG00000113594	LIFR	CD118|LIF-R|SJS2|STWS|SWS	LIF receptor subunit alpha	protein-coding
261	chr1	171219288	171219787	+	0	NA	Intergenic	LTR10C|LTR|ERV1	-28934	NM_001282694	2326	Hs.1424	NM_002021	ENSG00000010932	FMO1	-	flavin containing dimethylaniline monoxygenase 1	protein-coding
182	chr9	73172813	73173312	+	0	NA	Intergenic	Intergenic	21197	NM_000700	301	Hs.494173	NM_000700	ENSG00000135046	ANXA1	ANX1|LPC1	annexin A1	protein-coding
