PeakID (cmd=annotatePeaks.pl gain_WTvW281X.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
10434	chr9	5089663	5090162	+	0	NA	intron (NM_004972, intron 20 of 24)	intron (NM_004972, intron 20 of 24)	48219	NM_001322204	3717	Hs.656213	NM_004972	ENSG00000096968	JAK2	JTK10|THCYT3	Janus kinase 2	protein-coding
258	chr8	115026551	115027050	+	0	NA	Intergenic	Intergenic	641213	NM_001282902	7227	Hs.657018	NM_014112	ENSG00000104447	TRPS1	GC79|LGCR	transcriptional repressor GATA binding 1	protein-coding
13436	chr2	54520570	54521069	+	0	NA	intron (NM_003128, intron 1 of 35)	L2b|LINE|L2	-8403	NR_002229	56969	Hs.657366	NM_020217		RPL23AP32	RPL23A_9_220	ribosomal protein L23a pseudogene 32	pseudo
3783	chr16	56861164	56861663	+	0	NA	Intergenic	Intergenic	2895	NR_029680	406930		NR_029680	ENSG00000207649	MIR138-2	MIRN138-2|mir-138-2	microRNA 138-2	ncRNA
30740	chr9	120839153	120839652	+	0	NA	intron (NM_001270427, intron 1 of 8)	intron (NM_001270427, intron 1 of 8)	3520	NM_001270427	5711	Hs.193725	NM_005047	ENSG00000095261	PSMD5	S5B	proteasome 26S subunit, non-ATPase 5	protein-coding
25647	chr10	29277246	29277745	+	0	NA	Intergenic	Intergenic	-11575	NM_032517	84569	Hs.558572	NM_032517	ENSG00000120563	LYZL1	KAAG648|LYC2|LYZD1|PRO1278|bA534G20.1	lysozyme like 1	protein-coding
4541	chr6	130620436	130620935	+	0	NA	Intergenic	Intergenic	183568	NM_052913	114801	Hs.591341	NM_052913	ENSG00000164484	TMEM200A	KIAA1913|TTMA|TTMC	transmembrane protein 200A	protein-coding
1900	chr9	7707846	7708345	+	0	NA	Intergenic	Intergenic	91683	NM_001318058	90871	Hs.7517	NM_033428	ENSG00000137038	DMAC1	C9orf123|TMEM261	distal membrane arm assembly complex 1	protein-coding
25347	chr20	62350022	62350521	+	0	NA	intron (NM_005560, intron 6 of 79)	intron (NM_005560, intron 6 of 79)	-2739	NR_109922	101928158	Hs.473256	NR_109922	ENSG00000228812	LAMA5-AS1	-	LAMA5 antisense RNA 1	ncRNA
18247	chr6	104253240	104253739	+	0	NA	Intergenic	LTR108a_Mam|LTR|ERVL	606057	NM_001321084	57531	Hs.434340	NM_020771	ENSG00000085382	HACE1	SPPRS	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1	protein-coding
25389	chr8	73568023	73568522	+	0	NA	intron (NM_001164384, intron 10 of 10)	intron (NM_001164384, intron 10 of 10)	148198	NR_038406	100128126	Hs.679921	NR_038406	ENSG00000253302	STAU2-AS1	-	STAU2 antisense RNA 1	ncRNA
15146	chr15	75058317	75058816	+	0	NA	Intergenic	Intergenic	15280	NM_001301104	60490	Hs.458922	NM_021823	ENSG00000138621	PPCDC	MDS018|PPC-DC|coaC	phosphopantothenoylcysteine decarboxylase	protein-coding
18289	chr5	109200324	109200823	+	0	NA	Intergenic	MER20|DNA|hAT-Charlie	125796	NR_149040	285638	Hs.532104	NR_149040	ENSG00000249476	LOC285638	-	uncharacterized LOC285638	ncRNA
23905	chr8	90679184	90679683	+	0	NA	Intergenic	MSTA|LTR|ERVL-MaLR	-33350	NM_001008495	169200	Hs.567759	NM_001008495	ENSG00000180694	TMEM64	-	transmembrane protein 64	protein-coding
30801	chr3	113111339	113111838	+	0	NA	Intergenic	Intergenic	56143	NR_110823	101929717	Hs.638426	NR_110823	ENSG00000243795	LINC02044	-	long intergenic non-protein coding RNA 2044	ncRNA
20967	chr4	141425110	141425609	+	0	NA	Intergenic	ERVL-E-int|LTR|ERVL	-92742	NR_121625	100507639	Hs.535010	NR_121625		LINC02432	-	long intergenic non-protein coding RNA 2432	ncRNA
31953	chr5	80646802	80647301	+	0	NA	intron (NM_000791, intron 3 of 5)	intron (NM_000791, intron 3 of 5)	3957	NM_001190470	100462981		NM_001190470		MTRNR2L2	HN2	MT-RNR2 like 2	protein-coding
28953	chr3	47725582	47726081	+	0	NA	intron (NM_003074, intron 6 of 27)	AluSx1|SINE|Alu	56062	NM_003074	6599	Hs.476179	NM_003074	ENSG00000173473	SMARCC1	BAF155|CRACC1|Rsc8|SRG3|SWI3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1	protein-coding
23097	chr9	135951841	135952340	+	0	NA	intron (NM_016172, intron 3 of 9)	intron (NM_016172, intron 3 of 9)	9283	NM_016172	10422	Hs.9194	NM_016172	ENSG00000130560	UBAC1	GBDR1|KPC2|UBADC1	UBA domain containing 1	protein-coding
9737	chr13	101845565	101846064	+	0	NA	intron (NM_001321937, intron 3 of 3)	intron (NM_001321937, intron 3 of 3)	70831	NM_004115	2259	Hs.508616	NM_004115	ENSG00000102466	FGF14	FGF-14|FHF-4|FHF4|SCA27	fibroblast growth factor 14	protein-coding
28059	chr12	32566878	32567377	+	0	NA	intron (NM_001370297, intron 2 of 14)	MER83|LTR|ERV1	32834	NM_001304480	121512	Hs.117835	NM_139241	ENSG00000139132	FGD4	CMT4H|FRABP|ZFYVE6	FYVE, RhoGEF and PH domain containing 4	protein-coding
739	chr4	54165393	54165892	+	0	NA	Intergenic	L2c|LINE|L2	-63651	NM_006206	5156	Hs.74615	NM_006206	ENSG00000134853	PDGFRA	CD140A|PDGFR-2|PDGFR2	platelet derived growth factor receptor alpha	protein-coding
31059	chr9	86500785	86501284	+	0	NA	Intergenic	L1MCa|LINE|L1	-146624	NM_001185074	79670	Hs.597057	NM_024617	ENSG00000083223	TUT7	PAPD6|TENT3B|ZCCHC6	terminal uridylyl transferase 7	protein-coding
6108	chr3	65889310	65889809	+	0	NA	intron (NR_145422, intron 2 of 2)	intron (NR_145422, intron 2 of 2)	-4257	NR_046575	100873983	Hs.663889	NR_046575	ENSG00000240175	MAGI1-AS1	-	MAGI1 antisense RNA 1	ncRNA
19690	chr6	110404495	110404994	+	0	NA	intron (NR_160546, intron 2 of 2)	intron (NR_160546, intron 2 of 2)	10831	NR_160546	8528	Hs.591348	NM_003649	ENSG00000203797	DDO	DASOX|DDO-1|DDO-2	D-aspartate oxidase	protein-coding
19851	chrX	131975763	131976262	+	0	NA	Intergenic	Intergenic	-47290	NM_016542	51765	Hs.444247	NM_016542	ENSG00000134602	STK26	MASK|MST4	serine/threonine kinase 26	protein-coding
33532	chr1	12447808	12448307	+	0	NA	intron (NM_015378, intron 65 of 69)	intron (NM_015378, intron 65 of 69)	-59189	NR_003022	677882	Hs.658450	NR_003022	ENSG00000266079	SNORA59B	ACA59	small nucleolar RNA, H/ACA box 59B	snoRNA
2420	chr22	24727085	24727584	+	0	NA	intron (NM_001008496, intron 16 of 20)	MLT1E2|LTR|ERVL-MaLR	-37167	NR_001283	7152	Hs.381281	NR_001283		TOP1P2	-	DNA topoisomerase I pseudogene 2	pseudo
21398	chr9	34513528	34514027	+	0	NA	intron (NM_001281428, intron 16 of 19)	intron (NM_001281428, intron 16 of 19)	9213	NM_198573	375704	Hs.522085	NM_198573	ENSG00000168913	ENHO	C9orf165|UNQ470	energy homeostasis associated	protein-coding
18860	chr5	35607762	35608261	+	0	NA	Intergenic	Intergenic	-9852	NM_024867	79925	Hs.298863	NM_024867	ENSG00000152582	SPEF2	CT122|KPL2	sperm flagellar 2	protein-coding
29445	chr11	3981532	3982031	+	0	NA	intron (NM_001277962, intron 2 of 12)	intron (NM_001277962, intron 2 of 12)	-112904	NM_001318064	6240	Hs.445705	NM_001033	ENSG00000167325	RRM1	R1|RIR1|RR1	ribonucleotide reductase catalytic subunit M1	protein-coding
5194	chr1	175221654	175222153	+	0	NA	Intergenic	Intergenic	-28916	NM_001162893	9674	Hs.518138	NM_014656	ENSG00000235750	KIAA0040	-	KIAA0040	protein-coding
26465	chr12	31620220	31620719	+	0	NA	Intergenic	Intergenic	-26691	NM_001135864	254013	Hs.740628	NM_173802	ENSG00000139160	ETFBKMT	C12orf72|ETFB-KMT|METTL20	electron transfer flavoprotein subunit beta lysine methyltransferase	protein-coding
32056	chr9	39554264	39554763	+	0	NA	Intergenic	MLT1I|LTR|ERVL-MaLR	-89987	NR_003528	401509	Hs.449445	NM_001032297		ZNF658B	-	zinc finger protein 658B (pseudogene)	pseudo
24727	chr1	214361425	214361924	+	0	NA	intron (NM_005401, intron 18 of 18)	intron (NM_005401, intron 18 of 18)	80515	NM_020197	56950	Hs.66170	NM_020197	ENSG00000143499	SMYD2	HSKM-B|KMT3C|ZMYND14	SET and MYND domain containing 2	protein-coding
29806	chr17	39280852	39281351	+	0	NA	intron (NM_001370209, intron 8 of 13)	intron (NM_001370209, intron 8 of 13)	-16299	NR_162098	113839521		NR_162098		MIR548BC	-	microRNA 548BC	ncRNA
21737	chr8	21073678	21074177	+	0	NA	Intergenic	Intergenic	99941	NR_033894	286114	Hs.651884	NR_033894	ENSG00000253199	LINC02153	-	long intergenic non-protein coding RNA 2153	ncRNA
26819	chr12	94712770	94713269	+	0	NA	Intergenic	Intergenic	-62462	NM_020698	57458	Hs.370410	NM_020698	ENSG00000057704	TMCC3	-	transmembrane and coiled-coil domain family 3	protein-coding
34510	chr4	184812759	184813258	+	0	NA	promoter-TSS (NM_001286708)	promoter-TSS (NM_001286708)	-749	NM_001286708	2180	Hs.406678	NM_001995	ENSG00000151726	ACSL1	ACS1|FACL1|FACL2|LACS|LACS1|LACS2	acyl-CoA synthetase long chain family member 1	protein-coding
10230	chr10	114359288	114359787	+	0	NA	intron (NM_001001936, intron 1 of 18)	intron (NM_001001936, intron 1 of 18)	44965	NM_001001936	84632	Hs.501106	NM_032550	ENSG00000169129	AFAP1L2	CTB-1144G6.4|KIAA1914|XB130	actin filament associated protein 1 like 2	protein-coding
1971	chr15	71294526	71295025	+	0	NA	intron (NM_024817, intron 5 of 16)	intron (NM_024817, intron 5 of 16)	-105716	NR_120349	101929196	Hs.680472	NR_120348		THSD4-AS1	-	THSD4 antisense RNA 1	ncRNA
3005	chr3	25156646	25157145	+	0	NA	intron (NM_001290216, intron 3 of 10)	intron (NM_001290216, intron 3 of 10)	-183907	NM_001290300	5915	Hs.543218	NM_000965	ENSG00000077092	RARB	HAP|MCOPS12|NR1B2|RARbeta1|RRB2	retinoic acid receptor beta	protein-coding
27269	chr6	71350713	71351212	+	0	NA	Intergenic	Intergenic	26069	NR_029598	407032		NR_029598	ENSG00000199094	MIR30C2	MIRN30C2|mir-30c-2	microRNA 30c-2	ncRNA
21698	chr1	174789492	174789991	+	0	NA	intron (NM_001366451, intron 3 of 12)	intron (NM_001366451, intron 3 of 12)	-9997	NM_001366455	9910	Hs.585378	NM_014857	ENSG00000152061	RABGAP1L	HHL|TBC1D18	RAB GTPase activating protein 1 like	protein-coding
10028	chr4	95231584	95232083	+	0	NA	intron (NM_003728, intron 7 of 15)	intron (NM_003728, intron 7 of 15)	140342	NM_001256794	658	Hs.598475	NM_001203	ENSG00000138696	BMPR1B	ALK-6|ALK6|AMDD|BDA1D|BDA2|CDw293	bone morphogenetic protein receptor type 1B	protein-coding
33279	chr18	49342099	49342598	+	0	NA	intron (NM_001353210, intron 6 of 16)	MLT1E2|LTR|ERVL-MaLR	118297	NM_001353214	54808	Hs.162996	NM_017653	ENSG00000141627	DYM	DMC|SMC	dymeclin	protein-coding
7020	chr1	116318709	116319208	+	0	NA	Intergenic	Arthur1B|DNA|hAT-Tip100	-54286	NM_000701	476	Hs.371889	NM_000701	ENSG00000163399	ATP1A1	CMT2DD|HOMGSMR2	ATPase Na+/K+ transporting subunit alpha 1	protein-coding
30957	chr2	236005545	236006044	+	0	NA	intron (NM_001037131, intron 13 of 17)	L1MC3|LINE|L1	162592	NM_001485	2637	Hs.184945	NM_001485	ENSG00000168505	GBX2	-	gastrulation brain homeobox 2	protein-coding
21963	chr20	5654534	5655033	+	0	NA	Intergenic	Intergenic	-43777	NM_019593	56261	Hs.636359	NM_019593	ENSG00000125772	GPCPD1	EDI3|GDE5|GDPD6|PREI4	glycerophosphocholine phosphodiesterase 1	protein-coding
13623	chr22	23621084	23621583	+	0	NA	intron (NM_016449, intron 4 of 11)	LTR71B|LTR|ERV1	10988	NM_016449	51233	Hs.517466	NM_016449	ENSG00000189269	DRICH1	C22orf43|KB-208E9.1	aspartate rich 1	protein-coding
13489	chr3	16090030	16090529	+	0	NA	Intergenic	Intergenic	-84401	NM_001319051	117248	Hs.411308	NM_054110	ENSG00000131386	GALNT15	GALNACT15|GALNT13|GALNT7|GALNTL2|PIH5|pp-GalNAc-T15	polypeptide N-acetylgalactosaminyltransferase 15	protein-coding
20021	chr7	149635579	149636078	+	0	NA	Intergenic	Intergenic	-11038	NR_027788	79970	Hs.520785	NM_024910	ENSG00000133624	ZNF767P	ZNF767	zinc finger family member 767, pseudogene	pseudo
11691	chr7	137953118	137953617	+	0	NA	promoter-TSS (NR_161346)	promoter-TSS (NR_161346)	19	NR_161346	100130880	Hs.712161	NR_161346		CREB3L2-AS1	-	CREB3L2 antisense RNA 1	ncRNA
6094	chr5	94423343	94423842	+	0	NA	intron (NM_001145678, intron 14 of 20)	intron (NM_001145678, intron 14 of 20)	195012	NM_001145678	285600	Hs.425123	NM_173665	ENSG00000185261	KIAA0825	C5orf36	KIAA0825	protein-coding
21069	chr5	57803882	57804381	+	0	NA	Intergenic	Intergenic	95031	NR_109900	101928539	Hs.639385	NR_109900	ENSG00000249584	LINC02225	-	long intergenic non-protein coding RNA 2225	ncRNA
27302	chr1	90176464	90176963	+	0	NA	Intergenic	Intergenic	181603	NM_001320185	284695	Hs.306221	NM_181781	ENSG00000162664	ZNF326	ZAN75|ZIRD|Zfp326|dJ871E2.1	zinc finger protein 326	protein-coding
2047	chr9	116608088	116608587	+	0	NA	intron (NM_014010, intron 18 of 21)	L1MEc|LINE|L1	78878	NM_198186	23245	Hs.601562	NM_014010	ENSG00000148219	ASTN2	bA67K19.1	astrotactin 2	protein-coding
25636	chr12	13851809	13852308	+	0	NA	intron (NM_000834, intron 2 of 12)	intron (NM_000834, intron 2 of 12)	128298	NM_000834	2904	Hs.504844	NM_000834	ENSG00000273079	GRIN2B	EIEE27|GluN2B|MRD6|NMDAR2B|NR2B|NR3|hNR3	glutamate ionotropic receptor NMDA type subunit 2B	protein-coding
13447	chrX	130633389	130633888	+	0	NA	intron (NM_006375, intron 12 of 14)	intron (NM_006375, intron 12 of 14)	138697	NR_027141	55855	Hs.567120	NM_018472		DENND10P1	FAM45B|FAM45BP|HT011	DENND10 pseudogene 1	pseudo
32292	chr12	10385275	10385774	+	0	NA	intron (NR_120430, intron 3 of 3)	L1MA5|LINE|L1	4517	NM_007360	22914	Hs.387787	NM_007360	ENSG00000213809	KLRK1	CD314|D12S2489E|KLR|NKG2-D|NKG2D	killer cell lectin like receptor K1	protein-coding
1417	chr10	110395670	110396169	+	0	NA	Intergenic	Intergenic	-90999	NM_005871	10285	Hs.632093	NM_005871	ENSG00000119953	SMNDC1	SMNR|SPF30|TDRD16C	survival motor neuron domain containing 1	protein-coding
13864	chr17	6868567	6869066	+	0	NA	intron (NR_002710, intron 2 of 13)	intron (NR_002710, intron 2 of 13)	15240	NR_002710	245	Hs.378695	NR_002710	ENSG00000262943	ALOX12P2	ALOX12E	arachidonate 12-lipoxygenase pseudogene 2	pseudo
14344	chr4	71195872	71196371	+	0	NA	intron (NM_001098484, intron 1 of 25)	intron (NM_001098484, intron 1 of 25)	8835	NM_001134742	8671	Hs.5462	NM_003759	ENSG00000080493	SLC4A4	HNBC1|KNBC|NBC1|NBC2|NBCe1-A|SLC4A5|hhNMC|kNBC1|pNBC	solute carrier family 4 member 4	protein-coding
9335	chr2	151796780	151797279	+	0	NA	Intergenic	Intergenic	31392	NM_012097	26225	Hs.470233	NM_012097	ENSG00000162980	ARL5A	ARFLP5|ARL5	ADP ribosylation factor like GTPase 5A	protein-coding
6536	chr1	226883017	226883516	+	0	NA	intron (NM_000447, intron 4 of 12)	intron (NM_000447, intron 4 of 12)	12650	NM_000447	5664	Hs.25363	NM_000447	ENSG00000143801	PSEN2	AD3L|AD4|CMD1V|PS2|STM2	presenilin 2	protein-coding
9531	chr8	126133277	126133776	+	0	NA	Intergenic	Intergenic	-182329	NR_038446	100130231	Hs.729642	NR_038446	ENSG00000245164	LINC00861	-	long intergenic non-protein coding RNA 861	ncRNA
34817	chr1	60118108	60118607	+	0	NA	Intergenic	Intergenic	-44587	NM_152377	127795	Hs.47385	NM_152377	ENSG00000162598	C1orf87	CREF	chromosome 1 open reading frame 87	protein-coding
9052	chr14	61527697	61528196	+	0	NA	intron (NM_006255, intron 10 of 13)	intron (NM_006255, intron 10 of 13)	42248	NR_110417	101927780	Hs.254789	NR_110416	ENSG00000250548	LINC01303	-	long intergenic non-protein coding RNA 1303	ncRNA
4154	chr9	120412315	120412814	+	0	NA	intron (NR_073558, intron 28 of 37)	MLT1L|LTR|ERVL-MaLR	-167514	NR_029604	406939		NR_029604	ENSG00000207814	MIR147A	MIR147|MIRN147|hsa-mir-147a	microRNA 147a	ncRNA
10866	chr1	44283815	44284314	+	0	NA	intron (NM_001301698, intron 6 of 7)	intron (NM_001301698, intron 6 of 7)	-31505	NR_132966	106635545		NR_132966		SNORA110	-	small nucleolar RNA, H/ACA box 110	snoRNA
22787	chr13	48478433	48478932	+	0	NA	intron (NM_000321, intron 26 of 26)	intron (NM_000321, intron 26 of 26)	-34013	NM_005767	10161	Hs.123464	NM_005767	ENSG00000139679	LPAR6	ARWH1|HYPT8|LAH3|P2RY5|P2Y5	lysophosphatidic acid receptor 6	protein-coding
1286	chr9	84851880	84852379	+	0	NA	intron (NM_001018064, intron 12 of 17)	intron (NM_001018064, intron 12 of 17)	146228	NM_001369552	4915	Hs.494312	NM_006180	ENSG00000148053	NTRK2	EIEE58|GP145-TrkB|OBHD|TRKB|trk-B	neurotrophic receptor tyrosine kinase 2	protein-coding
9561	chr17	12089761	12090260	+	0	NA	intron (NM_001281435, intron 4 of 11)	intron (NM_001281435, intron 4 of 11)	8111	NR_030613	100126313		NR_030613	ENSG00000266297	MIR744	MIRN744|hsa-mir-744|mir-744	microRNA 744	ncRNA
13762	chr11	85076455	85076954	+	0	NA	intron (NM_001351274, intron 5 of 26)	intron (NM_001351274, intron 5 of 26)	-153283	NM_001300983	1740	Hs.367656	NM_001364	ENSG00000150672	DLG2	PPP1R58|PSD-93|PSD93|chapsyn-110	discs large MAGUK scaffold protein 2	protein-coding
22749	chr1	219535008	219535507	+	0	NA	intron (NR_135822, intron 1 of 3)	intron (NR_135822, intron 1 of 3)	22067	NR_135822	102723886	Hs.525963	NR_135822		LYPLAL1-AS1	-	LYPLAL1 antisense RNA 1	ncRNA
6566	chr10	69838841	69839340	+	0	NA	intron (NM_001368898, intron 3 of 33)	intron (NM_001368898, intron 3 of 33)	37184	NM_001368886	1305	Hs.695934	NM_005203	ENSG00000197467	COL13A1	CMS19|COLXIIIA1	collagen type XIII alpha 1 chain	protein-coding
14644	chr1	85320303	85320802	+	0	NA	3' UTR (NM_001330655, exon 6 of 6)	3' UTR (NM_001330655, exon 6 of 6)	-43920	NM_003921	8915	Hs.193516	NM_003921	ENSG00000142867	BCL10	CARMEN|CIPER|CLAP|IMD37|c-E10|mE10	BCL10 immune signaling adaptor	protein-coding
9365	chr6	46049519	46050018	+	0	NA	intron (NM_001370649, intron 1 of 5)	intron (NM_001370649, intron 1 of 5)	30580	NM_001114086	53405	Hs.485489	NM_016929	ENSG00000112782	CLIC5	DFNB102|DFNB103|MST130|MSTP130	chloride intracellular channel 5	protein-coding
18236	chr7	85695530	85696029	+	0	NA	Intergenic	Arthur1B|DNA|hAT-Tip100	274657	NR_134240	105375380	Hs.679608	NR_134240	ENSG00000225128	LINC00972	-	long intergenic non-protein coding RNA 972	ncRNA
4747	chr16	56383008	56383507	+	0	NA	intron (NM_001144, intron 10 of 13)	L2a|LINE|L2	41732	NM_001323511	267	Hs.295137	NM_001144	ENSG00000159461	AMFR	GP78|RNF45	autocrine motility factor receptor	protein-coding
22476	chr5	124001163	124001662	+	0	NA	Intergenic	Intergenic	437108	NR_125774	103724389	Hs.582211	NR_125774		LINC01170	-	long intergenic non-protein coding RNA 1170	ncRNA
24295	chr8	71720839	71721338	+	0	NA	Intergenic	Intergenic	-122035	NR_033652	100132891	Hs.137674	NR_033651	ENSG00000235531	MSC-AS1	-	MSC antisense RNA 1	ncRNA
29858	chr8	100527590	100528089	+	0	NA	intron (NM_001270377, intron 4 of 4)	intron (NM_001270377, intron 4 of 4)	31920	NM_001270378	157567	Hs.530199	NM_198401	ENSG00000186106	ANKRD46	ANK-S|GENX-115279	ankyrin repeat domain 46	protein-coding
27602	chr18	1047943	1048442	+	0	NA	Intergenic	Intergenic	-120199	NR_146724	388456	Hs.407666	NR_146724	ENSG00000259837	LINC01904	-	long intergenic non-protein coding RNA 1904	ncRNA
7447	chr14	71711630	71712129	+	0	NA	intron (NM_001354286, intron 18 of 24)	intron (NM_001354286, intron 18 of 24)	125581	NM_001284246	26037	Hs.654657	NM_015556	ENSG00000197555	SIPA1L1	E6TP1|SPAR1	signal induced proliferation associated 1 like 1	protein-coding
10553	chr15	40257953	40258452	+	0	NA	intron (NM_001128629, intron 2 of 9)	intron (NM_001128629, intron 2 of 9)	5024	NM_001276717	56924	Hs.732375	NM_020168	ENSG00000137843	PAK6	PAK5	p21 (RAC1) activated kinase 6	protein-coding
18567	chr8	102505280	102505779	+	0	NA	Intergenic	L1MC3|LINE|L1	-46060	NM_024410	4956	Hs.159274	NM_024410	ENSG00000155087	ODF1	CT133|HSPB10|ODF|ODF2|ODF27|ODFP|ODFPG|ODFPGA|ODFPGB|RT7|SODF	outer dense fiber of sperm tails 1	protein-coding
25336	chr4	85573194	85573693	+	0	NA	intron (NM_001025616, intron 2 of 9)	L2a|LINE|L2	98293	NM_001025616	83478	Hs.444229	NM_031305	ENSG00000138639	ARHGAP24	FILGAP|RC-GAP72|RCGAP72|p73|p73RhoGAP	Rho GTPase activating protein 24	protein-coding
11391	chr6	38510125	38510624	+	0	NA	intron (NM_001172418, intron 5 of 10)	Tigger3b|DNA|TcMar-Tigger	28778	NR_144472	101929425	Hs.665280	NR_144472	ENSG00000226533	BTBD9-AS1	-	BTBD9 antisense RNA 1	ncRNA
32008	chr15	36363307	36363806	+	0	NA	Intergenic	Intergenic	-216070	NM_001321759	84529	Hs.48348	NM_032499	ENSG00000186073	C15orf41	HH114	chromosome 15 open reading frame 41	protein-coding
15137	chr13	110499753	110500252	+	0	NA	intron (NM_001846, intron 40 of 47)	intron (NM_001846, intron 40 of 47)	8177	NR_046583	100874203	Hs.508716	NR_046583	ENSG00000232814	COL4A2-AS1	-	COL4A2 antisense RNA 1	ncRNA
13323	chr8	47341405	47341904	+	0	NA	intron (NR_104581, intron 5 of 16)	intron (NR_104581, intron 5 of 16)	80716	NM_001080394	23514	Hs.381058	NM_001080394	ENSG00000164808	SPIDR	KIAA0146	scaffold protein involved in DNA repair	protein-coding
4825	chr12	15863369	15863868	+	0	NA	Intergenic	LTR22B1|LTR|ERVK	-18769	NM_007178	11171	Hs.743971	NM_007178	ENSG00000023734	STRAP	MAWD|PT-WD|UNRIP	serine/threonine kinase receptor associated protein	protein-coding
15301	chr2	127208266	127208765	+	0	NA	intron (NM_001367502, intron 1 of 8)	L1PA8A|LINE|L1	-2748	NM_001001665	339761	Hs.407639	NM_001001665	ENSG00000186684	CYP27C1	-	cytochrome P450 family 27 subfamily C member 1	protein-coding
31086	chr8	32286209	32286708	+	0	NA	intron (NM_013962, intron 1 of 4)	MSTB1|LTR|ERVL-MaLR	-154288	NR_047475	100874286	Hs.147060	NR_047475	ENSG00000254049	NRG1-IT3	-	NRG1 intronic transcript 3	ncRNA
29373	chr3	134130790	134131289	+	0	NA	Intergenic	Intergenic	-73391	NR_135574	100507210	Hs.669052	NR_135574	ENSG00000243832	LINC02000	-	long intergenic non-protein coding RNA 2000	ncRNA
2786	chr9	78396000	78396499	+	0	NA	Intergenic	Intergenic	99124	NM_058179	29968	Hs.494261	NM_021154	ENSG00000135069	PSAT1	EPIP|NLS2|PSA|PSAT|PSATD	phosphoserine aminotransferase 1	protein-coding
28086	chr13	37701858	37702357	+	0	NA	intron (NM_001135958, intron 2 of 9)	MLT1C|LTR|ERVL-MaLR	-103263	NM_001286666	10631	Hs.136348	NM_006475	ENSG00000133110	POSTN	OSF-2|OSF2|PDLPOSTN|PN	periostin	protein-coding
20685	chr14	71388273	71388772	+	0	NA	intron (NM_001354285, intron 2 of 24)	intron (NM_001354285, intron 2 of 24)	-9815	NR_001276	319139		NR_001276	ENSG00000207444	SNORD56B	RNU56B	small nucleolar RNA, C/D box 56B	snoRNA
31201	chr20	36353021	36353520	+	0	NA	intron (NM_001365621, intron 1 of 12)	intron (NM_001365621, intron 1 of 12)	46931	NM_001365621	22839	Hs.249600	NM_014902	ENSG00000080845	DLGAP4	DAP-4|DAP4|DLP4|SAPAP-4|SAPAP4	DLG associated protein 4	protein-coding
17787	chr1	93172749	93173248	+	0	NA	intron (NM_001167830, intron 1 of 4)	L1MA7|LINE|L1	7415	NR_030761	50999	Hs.482873	NM_016040	ENSG00000117500	TMED5	CGI-100|p24g2|p28	transmembrane p24 trafficking protein 5	protein-coding
9363	chr5	61052809	61053308	+	0	NA	intron (NM_174889, intron 1 of 3)	MLT1J1|LTR|ERVL-MaLR	107853	NM_174889	91942	Hs.591757	NM_174889	ENSG00000164182	NDUFAF2	B17.2L|MC1DN10|MMTN|NDUFA12L|mimitin	NADH:ubiquinone oxidoreductase complex assembly factor 2	protein-coding
28201	chr11	95465834	95466333	+	0	NA	Intergenic	MLT1J2|LTR|ERVL-MaLR	-233608	NM_001271594	143686	Hs.120633	NM_144665	ENSG00000149212	SESN3	SEST3	sestrin 3	protein-coding
2621	chr2	220001642	220002141	+	0	NA	Intergenic	Intergenic	-95326	NR_036228	100422959		NR_036228	ENSG00000266518	MIR4268	-	microRNA 4268	ncRNA
17749	chr12	75640954	75641453	+	0	NA	Intergenic	Intergenic	-129594	NM_007043	11103	Hs.645517	NM_007043	ENSG00000111615	KRR1	HRB2|RIP-1	KRR1 small subunit processome component homolog	protein-coding
12602	chr7	36258353	36258852	+	0	NA	intron (NM_030636, intron 3 of 7)	L1PA7|LINE|L1	105348	NM_030636	80820	Hs.487994	NM_030636	ENSG00000122547	EEPD1	HSPC107	endonuclease/exonuclease/phosphatase family domain containing 1	protein-coding
23316	chr12	124130660	124131159	+	0	NA	intron (NM_001347902, intron 2 of 4)	intron (NM_001347902, intron 2 of 4)	157694	NM_001347902	100533183	Hs.524828	NM_001204299	ENSG00000178882	ZNF664-RFLNA	-	ZNF664-RFLNA readthrough	protein-coding
34164	chr2	229848965	229849464	+	0	NA	intron (NM_001348330, intron 4 of 41)	HAL1|LINE|L1	72465	NM_001348334	9320	Hs.572642	NM_004238	ENSG00000153827	TRIP12	MRD49|TRIP-12|ULF	thyroid hormone receptor interactor 12	protein-coding
3387	chr1	184567633	184568132	+	0	NA	intron (NM_030806, intron 3 of 5)	LTR38B|LTR|ERV1	180853	NM_030806	81563	Hs.497159	NM_030806	ENSG00000116667	C1orf21	PIG13	chromosome 1 open reading frame 21	protein-coding
4823	chr5	40585859	40586358	+	0	NA	Intergenic	Intergenic	-93807	NM_000958	5734	Hs.199248	NM_000958	ENSG00000171522	PTGER4	EP4|EP4R	prostaglandin E receptor 4	protein-coding
