Intensity 01	Intensity 02	Intensity 03	Intensity 04	Intensity 05	Intensity 06	Intensity 07	Intensity 08	Intensity 09	Intensity 10	C: Only identified by site	C: Reverse	C: Potential contaminant	C: Taxonomy IDs	C: Taxonomy names	C: Student's T-test Significant WT281_W281P	C: Student's T-test significant	C: Student's T-test Significant WT281_W281X	C: Student's T-test significant_	C: Student's T-test Significant W281P_W281X	C: Student's T-test significant__	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: iBAQ peptides	N: MS/MS count	N: -Log Student's T-test p-value WT281_W281P	N: Student's T-test Difference WT281_W281P	N: Student's T-test Test statistic WT281_W281P	N: -Log Student's T-test p-value WT281_W281X	N: Student's T-test Difference WT281_W281X	N: Student's T-test Test statistic WT281_W281X	N: -Log Student's T-test p-value W281P_W281X	N: Student's T-test Difference W281P_W281X	N: Student's T-test Test statistic W281P_W281X	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names	T: id
29.8989	27.6538	29.1199	29.5918	30.0241	29.4875	29.7624	28.9517	29.9028	29.3973				-1								18	18	1	66.9	66.9	4.5	41.736	0	323.31	7590200000	23	458	0.323972	0.594744	0.788951	0.195441	0.179693	0.508889	0.234249	-0.415051	-0.596252	P60709;Q6S8J3;A5A3E0;P0CG38;Q9BYX7;P0CG39	P60709	Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed	ACTB	435
25.0741	20.9022	23.7287	24.2661	24.5482	24.2028	23.1589	22.8903	24.5044	24.2251				-1								12	12	11	39.4	39.4	35.5	46.153	0	128.81	175750000	23	77	0.0905453	0.321908	0.254288	0.420247	-0.533396	-0.985955	0.296659	-0.855303	-0.731432	P60842;Q14240	P60842;Q14240	Eukaryotic initiation factor 4A-I;Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed	EIF4A1;EIF4A2	436
25.3634	22.7527	24.3019	23.1338	24.3126	24.2282	24.8193	22.3322	24.9214	23.9299				-1								4	4	4	28.6	28.6	28.6	13.373	0	32.89	203250000	6	52	0.015711	-0.0466468	-0.0473946	0.0263469	-0.0666091	-0.0785843	0.00897596	-0.0199623	-0.0272786	P60866	P60866	40S ribosomal protein S20	RPS20	437
19.6838	19.0917	18.8727	21.8198	22.1216	21.4463	20.9703	19.1077	21.8883	21.7477				-1								4	3	3	23.6	17.8	17.8	21.258	0	22.365	23025000	9	12	0.0476981	-0.17605	-0.139243	0.00519915	0.0202535	0.0158677	0.0520071	0.196303	0.151194	P60953	P60953	Cell division control protein 42 homolog	CDC42	438
20.0804	16.065	16.8721	18.9557	19.4107	19.4027	18.1224	17.9973	19.8172	18.9291				-1								1	1	1	7.3	7.3	7.3	18.506	0.007362	7.5897	3998600	13	5	0.0687155	0.239747	0.19669	0.0376305	0.0999839	0.11095	0.0343696	-0.139763	-0.10167	P60981	P60981	Destrin	DSTN	439
18.9666	17.3414	18.1753	20.8302	20.5518	20.105	20.303	19.1739	19.7358	20.4818				-1								2	2	2	11.1	11.1	11.1	20.313	0.0026738	11.706	9213700	7	6	0.326022	0.823215	0.793233	0.124631	0.306057	0.340614	0.156842	-0.517158	-0.41879	P61009	P61009	Signal peptidase complex subunit 3	SPCS3	440
21.8015	18.7675	17.4275	21.1069	21.915	16.7165	20.9032	16.7703	20.8349	20.5595				-1								2	2	1	11	11	5.5	22.541	0	12.06	15691000	17	12	0.0381063	-0.191117	-0.112299	0.279609	1.44588	0.695062	0.470504	1.63699	1.08624	P61026	P61026	Ras-related protein Rab-10	RAB10	441
22.1634	15.518	19.882	20.2784	21.089	18.151	19.03	18.0362	17.819	20.1974				-1								2	2	1	17.2	17.2	5.6	20.529	0	16.871	10368000	13	4	0.402034	1.54031	0.949246	0.0155274	-0.0520604	-0.0468502	0.457897	-1.59237	-1.06121	P84085;P84077;P61204	P84085;P84077;P61204	ADP-ribosylation factor 5;ADP-ribosylation factor 1;ADP-ribosylation factor 3	ARF5;ARF1;ARF3	442
26.436	24.6491	25.8791	25.3985	25.4127	25.8164	24.9409	24.2107	25.3326	25.3245				-1								10	10	10	40.5	40.5	40.5	29.945	0	134.55	462690000	19	109	0.233028	-0.247275	-0.593546	1.04008	-0.843213	-2.21433	1.02819	-0.595938	-2.18977	P61247	P61247	40S ribosomal protein S3a	RPS3A	443
26.7614	24.9338	25.4412	24.1837	23.8745	24.9665	24.3553	23.7596	24.8221	24.8788				-1		#ERROR!	WT281_W281P					6	6	1	33.8	33.8	6.2	17.258	0	46.386	354760000	9	39	2.05002	-0.881774	-4.75893	0.993284	-0.867357	-2.11811	0.012947	0.014417	0.0391747	P61254	P61254	60S ribosomal protein L26	RPL26	444
28.6483	27.0217	27.7578	27.2187	26.6738	27.4322	27.0636	26.2464	27.4506	27.5214				-1				#ERROR!	WT281_W281X			8	8	8	38.7	38.7	38.7	24.146	0	94.636	1824200000	14	141	1.11338	-0.66992	-2.36759	1.33489	-0.808278	-2.85312	0.247494	-0.138358	-0.625439	P61313	P61313	60S ribosomal protein L15	RPL15	445
28.0931	27.2313	27.2186	26.3411	26.2669	26.9827	26.4813	25.8601	27.0726	27.0142				-1		#ERROR!	WT281_W281P					7	7	7	45.6	45.6	45.6	15.798	0	108.29	1329700000	6	114	2.02174	-0.903268	-4.67094	0.944745	-0.644727	-2.01946	0.406006	0.258541	0.957272	P61353	P61353	60S ribosomal protein L27	RPL27	446
20.4548	18.5977	20.218	20.3798	20.6853	20.5983	18.8154	18.4671	21.5472	17.1603				-1								2	2	2	6.8	6.8	6.8	40.329	0	11.928	11726000	17	3	0.0519091	0.220865	0.150923	0.703876	-1.0761	-1.54278	0.427647	-1.29696	-1.00081	P61421	P61421	V-type proton ATPase subunit d 1	ATP6V0D1	447
25.6957	23.8491	24.9366	23.8443	23.6514	24.9356	24.2413	23.3495	24.8421	24.2734				-1								3	3	3	41.3	41.3	41.3	10.275	0	141.07	242770000	6	44	0.669535	-0.574131	-1.47584	0.854866	-0.824758	-1.8395	0.209232	-0.250627	-0.540272	P61513;A6NKH3	P61513	60S ribosomal protein L37a	RPL37A	448
17.2455	16.3671	16.5157	19.1231	18.659	18.0144	18.5108	17.1868	18.5994	20.7615				-1								2	2	2	25.5	25.5	25.5	10.932	0.0051948	11.182	3400800	10	2	0.1236	-0.457124	-0.338062	0.0942351	0.234469	0.263834	0.177904	0.691593	0.468391	P61604	P61604	10 kDa heat shock protein, mitochondrial	HSPE1	449
20.7729	19.5119	20.2393	20.8071	21.2154	21.4046	21.702	20.1582	20.2416	21.2501				-1								2	2	2	4.2	4.2	4.2	52.264	0	12.139	19138000	17	14	0.435515	0.690666	1.01657	0.135587	0.208186	0.367543	0.327489	-0.48248	-0.796296	P61619;Q9H9S3	P61619;Q9H9S3	Protein transport protein Sec61 subunit alpha isoform 1;Protein transport protein Sec61 subunit alpha isoform 2	SEC61A1;SEC61A2	450
20.8773	18.0172	20.2163	21.8561	22.0485	21.5372	20.8611	20.025	21.5213	22.132				-1								3	3	3	28.3	28.3	28.3	12.497	0	19.677	25164000	5	19	0.107926	0.42134	0.298815	0.104985	-0.225044	-0.291358	0.178375	-0.646384	-0.469488	P61803	P61803	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	DAD1	451
23.115	21.0134	20.9428	20.4403	21.268	20.6755	21.0202	20.0292	21.7928	20.9142				-1								4	4	4	18.9	18.9	18.9	36.588	0	24.315	27646000	22	10	0.425295	-0.467667	-0.996092	0.0747655	0.0862789	0.212853	0.818308	0.553946	1.76713	P61964	P61964	WD repeat-containing protein 5	WDR5	452
29.5028	26.2657	27.6202	27.9581	28.517	27.9416	28.3463	27.1604	28.8141	27.8489				-1								19	19	19	56.6	56.6	56.6	50.976	0	323.31	3155300000	27	298	0.159907	0.364979	0.426076	0.141204	0.167945	0.38121	0.0936759	-0.197034	-0.262391	P61978	P61978	Heterogeneous nuclear ribonucleoprotein K	HNRNPK	453
19.6795	16.445	19.7216	19.695	19.3861	19.6838	20.3922	18.9871	20.3042	20.3711				-1								3	1	1	13	5.7	5.7	28.302	0.0074906	8.2185	8627000	18	6	0.149911	0.548371	0.402216	0.0954723	-0.111663	-0.267023	0.195313	-0.660034	-0.508596	P61981	P61981	14-3-3 protein gamma;14-3-3 protein gamma, N-terminally processed	YWHAG	454
26.2548	23.1712	24.869	24.6221	25.2867	25.1404	23.9895	23.2009	25.3332	25.1764				-1								7	7	7	47.9	47.9	47.9	22.127	0	238.73	330380000	11	102	0.163313	-0.401245	-0.434146	0.501136	-0.718134	-1.14679	0.167963	-0.316889	-0.445116	P62081	P62081	40S ribosomal protein S7	RPS7	455
24.941	21.7709	23.0841	23.1085	24.0731	22.8206	23.9043	21.8952	24.1586	23.0778				-1								9	9	3	37	37	11.3	37.186	0	84.162	125960000	19	52	0.105821	0.288421	0.293479	0.151499	0.286475	0.406024	0.00091087	-0.0019455	-0.00279355	P62140	P62140	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	PPP1CB	457
28.7324	26.7549	27.887	27.1223	26.8771	27.5903	26.6357	26.6988	27.9338	27.2896				-1				#ERROR!	WT281_W281X			11	11	11	51.9	51.9	51.9	24.205	0	323.31	1912500000	10	142	0.779286	-0.588853	-1.69031	1.56456	-0.795968	-3.40092	0.195411	-0.207115	-0.50882	P62241	P62241	40S ribosomal protein S8	RPS8	458
26.2588	24.2344	25.5728	25.3816	25.2737	25.5075	24.7775	24.3608	25.4704	25.1654				-1								6	6	6	51.5	51.5	51.5	14.839	0	89.603	416340000	11	89	0.122373	-0.152724	-0.335017	1.19072	-0.683273	-2.53301	0.636337	-0.530549	-1.41118	P62244	P62244	40S ribosomal protein S15a	RPS15A	459
26.5231	23.8528	25.557	25.3205	25.6415	25.4712	25.1965	24.7106	25.9689	25.184				-1								8	8	8	49.3	49.3	49.3	16.445	0	55.753	471420000	12	87	0.0961161	0.180974	0.268681	0.407796	-0.266698	-0.960883	0.291447	-0.447673	-0.720354	P62249	P62249	40S ribosomal protein S16	RPS16	460
18.8786	16.8866	19.429	21.2301	21.5567	18.5883	20.0877	18.1652	20.9934	20.9306				-1								7	5	5	33.3	26.3	26.3	29.174	0	36.098	12621000	18	9	0.0694422	0.33298	0.19864	0.0513889	0.18739	0.149485	0.0313272	-0.14559	-0.0929581	P62258	P62258	14-3-3 protein epsilon	YWHAE	461
26.3467	24.5093	25.6477	24.8768	24.4895	25.444	25.0871	24.1588	25.1193	25.0763				-1								7	7	7	39.7	39.7	39.7	16.273	0	71.245	387990000	6	70	0.40925	-0.323163	-0.963818	0.979019	-0.744389	-2.089	0.625512	-0.421226	-1.3901	P62263	P62263	40S ribosomal protein S14	RPS14	462
26.7236	25.1785	25.8511	25.642	25.6194	25.7051	26.0694	25.3063	25.8463	25.6884				-1								6	6	6	43.4	43.4	43.4	15.807	0	71.197	594240000	8	49	0.113893	0.0939732	0.313852	0.106196	-0.0677039	-0.29443	0.313449	-0.161677	-0.766894	P62266	P62266	40S ribosomal protein S23	RPS23	463
26.4739	24.9161	26.0986	26.4511	25.9775	26.3953	26.5555	25.9465	26	26.6391				-1								9	9	9	44.1	44.1	44.1	17.718	0	72.883	777700000	12	76	0.222494	0.30811	0.570092	0.275318	-0.15516	-0.685847	0.37788	-0.46327	-0.900204	P62269	P62269	40S ribosomal protein S18	RPS18	464
19.3161	19.6162	20.8787	20.0675	17.833	21.7065	21.2386	19.6503	19.7385	19.9841				-1								1	1	1	19.6	19.6	19.6	6.6767	0.0068415	6.4908	13115000	4	12	0.0728428	-0.205612	-0.207734	0.528289	-1.31026	-1.20019	1.06973	-1.10465	-2.27595	P62273	P62273	40S ribosomal protein S29	RPS29	465
28.2968	25.3896	26.8346	26.1391	26.6618	26.4047	25.7786	24.9448	26.6971	26.3575				-1								9	9	9	50.3	50.3	50.3	17.222	0	76.949	1046900000	11	81	0.217416	-0.352996	-0.558713	0.548906	-0.664397	-1.2406	0.284778	-0.311401	-0.706128	P62277	P62277	40S ribosomal protein S13	RPS13	466
28.1157	25.5161	26.6733	25.8526	26.577	26.6017	27.1044	24.6633	27.3287	25.9784				-1								9	9	9	51.3	51.3	51.3	18.431	0	196.13	1113900000	10	122	0.060111	-0.159481	-0.173424	0.121066	-0.260993	-0.331771	0.0581673	-0.101512	-0.16812	P62280	P62280	40S ribosomal protein S11	RPS11	467
21.6584	17.0463	19.7594	21.46	22.2752	20.6937	20.4488	21.0436	21.0323	21.1244				-1								2	2	2	25	25	25	10.803	0	12.632	22013000	4	10	0.45271	1.52153	1.05088	0.352565	0.618172	0.848298	0.250084	-0.903358	-0.631113	P62304	P62304	Small nuclear ribonucleoprotein E	SNRPE	468
19.0446	15.5034	17.3026	19.3483	21.121	20.2164	18.503	18.7574	19.2888	20.7012				-1								2	2	2	33.7	33.7	33.7	9.7251	0.001355	11.802	5646900	4	2	0.212004	0.962665	0.546532	0.15754	0.504676	0.42045	0.091935	-0.457989	-0.257889	P62306	P62306	Small nuclear ribonucleoprotein F	SNRPF	469
20.999	19.8776	21.7542	21.9206	21.7209	22.4031	21.2368	22.113	21.9416	21.5935				-1								3	3	3	37.8	37.8	37.8	13.281	0	18.21	33768000	5	19	0.331732	0.55268	0.805138	0.452705	-0.335752	-1.05088	0.59572	-0.888432	-1.33204	P62314	P62314	Small nuclear ribonucleoprotein Sm D1	SNRPD1	470
22.7036	19.9158	22.671	21.7533	22.6814	21.7066	22.0716	22.0128	20.7894	22.8557				-1								5	5	5	46.6	46.6	46.6	13.527	0	29.549	46223000	9	24	0.523283	1.0683	1.19036	0.216722	0.211629	0.557154	0.389903	-0.856675	-0.924669	P62316	P62316	Small nuclear ribonucleoprotein Sm D2	SNRPD2	471
23.1201	19.898	21.704	22.6661	22.9708	22.9507	21.7386	21.398	21.4082	21.9727				-1								4	4	4	37.3	37.3	37.3	13.916	0	24.03	49655000	9	14	0.530974	0.942875	1.20546	0.265402	-0.404436	-0.664451	0.864188	-1.34731	-1.85802	P62318	P62318	Small nuclear ribonucleoprotein Sm D3	SNRPD3	472
29.0434	27.5688	27.9307	27.0419	26.5547	28.0885	27.2341	26.6211	27.6731	27.1092				-1								17	17	17	44.7	44.7	44.7	29.995	0	299.65	2150200000	15	216	1.09813	-0.647077	-2.33544	1.06212	-0.883697	-2.26009	0.254755	-0.23662	-0.641316	P62424	P62424	60S ribosomal protein L7a	RPL7A	473
19.8316	16.3253	17.2846	20.1111	21.1203	20.1683	20.1533	19.4152	20.5431	20.1941				-1								1	1	1	3	3	3	49.03	0.007326	7.4785	10116000	27	8	0.348563	1.20871	0.840039	0.413008	1.04158	0.971392	0.0341722	-0.167134	-0.101106	P62495	P62495	Eukaryotic peptide chain release factor subunit 1	ETF1	474
27.2611	24.8861	26.0085	25.3251	25.8183	26.1369	25.2225	24.618	25.9539	25.1391				-1								13	13	7	45.2	45.2	29.7	29.597	0	187	601200000	20	110	0.0795936	-0.106752	-0.225638	0.635482	-0.603862	-1.40951	0.536127	-0.49711	-1.21556	P62701	P62701	40S ribosomal protein S4, X isoform	RPS4X	476
27.9119	26.3504	26.952	25.6499	25.7621	26.2197	25.9523	25.3241	26.6926	26.2546				-1		#ERROR!	WT281_W281P					10	10	10	44.2	44.2	44.2	17.695	0	176.81	951080000	9	144	1.52138	-0.753049	-3.29395	0.637925	-0.594386	-1.41427	0.147748	0.158662	0.397019	P62750	P62750	60S ribosomal protein L23a	RPL23A	477
27.9979	25.8851	26.5636	26.0288	25.8349	26.5678	26.0035	25.3477	27.0178	26.246				-1								7	7	7	30.5	30.5	30.5	28.68	0	119.28	982420000	13	91	0.77795	-0.654219	-1.68769	1.1638	-0.658028	-2.47495	0.00328594	-0.00380898	-0.0100503	P62753	P62753	40S ribosomal protein S6	RPS6	478
25.1357	24.3928	25.185	25.1262	24.7856	25.1765	25.2069	24.1793	24.8046	25.4938				-1								5	5	5	50.5	50.5	50.5	11.367	0	37.202	334780000	6	71	0.146944	-0.173162	-0.395082	0.665545	-0.438663	-1.46806	0.341443	-0.265501	-0.82531	P62805	P62805	Histone H4	HIST1H4A	479
25.2425	22.7942	23.8898	24.3886	25.0591	24.8114	24.9427	24.5253	24.7286	24.8099				-1								9	9	9	44.9	44.9	44.9	24.423	0	64.602	262480000	11	83	0.466471	0.731464	1.07824	0.700747	0.479098	1.53667	0.130534	-0.252366	-0.355168	P62826	P62826	GTP-binding nuclear protein Ran	RAN	480
27.454	25.0043	26.2334	26.196	26.2973	26.1478	25.9088	25.4441	26.5465	26.0029				-1								8	8	8	63.6	63.6	63.6	14.865	0	108.17	804000000	10	100	0.0208314	0.0321585	0.0624961	0.551984	-0.309	-1.24662	0.307462	-0.341159	-0.754287	P62829	P62829	60S ribosomal protein L23	RPL23	481
22.8214	20.2455	22.1555	23.6854	24.0914	24.1366	23.4858	22.9596	23.2825	23.6032				-1								5	5	5	33.2	33.2	33.2	20.987	0	40.725	105980000	10	30	0.434614	1.13517	1.01477	0.0977914	0.18641	0.272986	0.316676	-0.948757	-0.773671	P62834;P61224;A6NIZ1	P62834;P61224;A6NIZ1	Ras-related protein Rap-1A;Ras-related protein Rap-1b;Ras-related protein Rap-1b-like protein	RAP1A;RAP1B	482
26.8948	24.6263	25.1998	24.1035	24.7475	24.321	24.7902	23.7366	25.6838	24.3311				-1								4	4	4	40.7	40.7	40.7	17.04	0	72.796	374370000	7	71	0.353522	-0.45565	-0.85027	0.0861435	-0.116674	-0.24283	0.253948	0.338977	0.639556	P62841	P62841	40S ribosomal protein S15	RPS15	483
26.5046	24.1865	25.5514	25.227	25.2388	25.2856	24.2593	24.5251	25.0889	25.5501				-1								5	5	5	35.3	35.3	35.3	15.423	0	45.201	412280000	7	67	0.208789	-0.267405	-0.53927	1.03391	-0.680282	-2.20158	0.42745	-0.412877	-1.00041	P62847	P62847	40S ribosomal protein S24	RPS24	484
25.7127	24.0228	25.0322	24.9962	24.5602	25.3548	24.0527	24.2864	24.7559	24.7081				-1				#ERROR!	WT281_W281X			4	4	4	24	24	24	13.742	0	30.304	301060000	6	45	0.283432	-0.195869	-0.70325	1.95147	-0.828002	-4.45745	1.13121	-0.632133	-2.40537	P62851	P62851	40S ribosomal protein S25	RPS25	485
26.1386	24.9109	25.0816	24.2288	24.4414	24.532	24.3174	23.3511	24.4903	25.1452				-1								4	4	4	44.3	44.3	44.3	13.015	0	34.819	299910000	6	35	0.96461	-0.81215	-2.05969	0.608616	-0.57748	-1.35718	0.303472	0.234669	0.745862	P62854;Q5JNZ5	P62854;Q5JNZ5	40S ribosomal protein S26;Putative 40S ribosomal protein S26-like 1	RPS26;RPS26P11	486
24.1717	19.3293	23.461	23.6511	24.4659	23.1059	23.7463	22.4561	24.1017	23.4308				-1								2	2	2	30.4	30.4	30.4	7.8409	0	24.164	125610000	3	19	0.325136	1.26883	0.791383	0.0875095	0.15011	0.246394	0.303411	-1.11872	-0.745733	P62857	P62857	40S ribosomal protein S28	RPS28	487
25.6514	23.5135	24.399	23.533	23.7373	24.2772	23.1036	23.1095	24.2909	23.6769				-1								2	2	2	18.6	18.6	18.6	6.6478	0	12.845	185250000	3	21	0.739405	-0.510332	-1.61217	1.03169	-0.752977	-2.197	0.270246	-0.242645	-0.674921	P62861	P62861	40S ribosomal protein S30	FAU	488
22.0681	17.8772	22.1314	22.6475	23.5482	22.9889	23.7668	23.1546	23.9415	22.9776				-1				#ERROR!	WT281_W281X			5	5	3	18.8	18.8	13.5	37.377	0	95.674	84374000	13	31	0.42753	1.89106	1.00057	1.37034	0.900609	2.93444	0.201123	-0.990452	-0.521866	P62873	P62873	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	489
22.7497	18.8705	21.1661	22.2019	22.9445	21.9403	22.8102	21.6775	22.7757	22.3395				-1								4	2	2	12.9	7.6	7.6	37.331	0	25.269	50002000	13	13	0.37009	1.14883	0.884288	0.627193	0.708	1.39337	0.126821	-0.440835	-0.346026	P62879;Q9HAV0;P16520	P62879;Q9HAV0	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;Guanine nucleotide-binding protein subunit beta-4	GNB2;GNB4	490
26.8223	24.6302	25.5972	24.5541	25.1749	24.924	24.5763	23.7465	25.5297	25.1218				-1								6	6	6	58.3	58.3	58.3	12.784	0	61.122	413780000	8	59	0.536386	-0.594656	-1.21607	0.438279	-0.525865	-1.02209	0.0594167	0.0687911	0.171531	P62888	P62888	60S ribosomal protein L30	RPL30	491
25.9413	24.0202	25.2638	24.2207	24.304	25.7417	24.6316	24.8012	24.9667	24.1891				-1								1	1	1	19.6	19.6	19.6	6.3225	0	40.029	325250000	1	20	0.224009	0.186918	0.573477	0.452972	-0.496463	-1.05141	0.567252	-0.683381	-1.27647	Q59GN2;P62891	Q59GN2;P62891	Putative 60S ribosomal protein L39-like 5;60S ribosomal protein L39	RPL39P5;RPL39	492
27.6676	24.7739	26.1789	24.7016	25.4124	25.619	25.4862	24.6134	25.9266	25.5124				-1								6	6	6	40	40	40	14.463	0	48.365	625640000	7	33	0.206284	-0.233651	-0.533597	0.254744	-0.32921	-0.641293	0.0605923	-0.0955594	-0.174734	P62899	P62899	60S ribosomal protein L31	RPL31	493
28.3562	27.1906	27.3595	26.4435	26.4197	27.0434	26.1849	25.9499	27.1119	26.8389				-1		#ERROR!	WT281_W281P					13	13	13	47	47	47	24.831	0	178.52	1394500000	15	183	2.12552	-0.862294	-5.00009	1.19344	-0.763987	-2.53889	0.124457	0.0983067	0.340183	P62906	P62906	60S ribosomal protein L10a	RPL10A	494
26.73	25.7191	25.7987	24.7987	24.5696	25.6047	25.2096	24.1221	25.6874	25.1916				-1								7	7	7	35.6	35.6	35.6	15.86	0	78.528	479440000	8	77	1.17789	-0.898946	-2.50528	0.80675	-0.76696	-1.74434	0.139242	0.131986	0.376448	P62910	P62910	60S ribosomal protein L32	RPL32	495
26.9651	24.5884	25.7534	25.3605	25.7213	25.7081	25.3099	24.6801	26.1856	25.268				-1								8	8	8	44.4	44.4	44.4	20.252	0	100.44	551220000	9	69	0.0696589	-0.110172	-0.199221	0.493343	-0.370216	-1.13142	0.210332	-0.260044	-0.542757	P62913	P62913	60S ribosomal protein L11	RPL11	496
28.5359	27.4903	27.3906	26.2848	25.8969	27.2124	26.6378	25.6455	26.7497	26.8324				-1								12	12	12	50.2	50.2	50.2	28.024	0	323.31	1442700000	14	190	1.19579	-0.964071	-2.54399	0.928877	-0.902529	-1.98745	0.0509308	0.0615412	0.148217	P62917	P62917	60S ribosomal protein L8	RPL8	497
24.8414	24.5799	25.7666	25.8383	25.7171	25.7397	25.3754	25.315	25.5025	25.8342				-1								9	9	9	65.5	65.5	65.5	18.012	0	79.258	476040000	14	74	0.154668	0.16362	0.413604	1.14222	-0.312368	-2.4288	0.561146	-0.475988	-1.26454	P62937;Q9Y536	P62937	Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed	PPIA	498
24.8903	24.9808	25.2763	24.3004	23.9098	24.7759	24.3003	23.8274	24.7655	24.9973				-1		#ERROR!	WT281_W281P					4	4	4	31.4	31.4	31.4	17.965	0	42.748	267550000	11	56	2.27485	-0.902068	-5.50501	1.14398	-0.771727	-2.43255	0.168847	0.130341	0.447196	P62979;P62987;P0CG47;P0CG48	P62979	Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a	RPS27A	499
25.3704	23.3592	24.6618	24.1533	24.3737	24.465	24.3761	23.9056	24.1749	24.5534				-1								7	7	7	31.6	31.6	31.6	33.665	0	59.363	225280000	11	49	0.187693	0.189322	0.49108	0.410707	-0.208205	-0.966755	0.447309	-0.397526	-1.04012	P62995	P62995	Transformer-2 protein homolog beta	TRA2B	500
22.5589	21.2943	20.6793	22.6062	22.8019	23.1034	23.154	21.9959	22.8481	22.6254				-1								6	6	5	34.4	34.4	28.6	21.45	0	35.791	60675000	9	22	0.265394	0.394648	0.664435	0.253861	0.520963	0.639366	0.0490004	0.126315	0.142865	P63000;P60763;P15153;P84095;P17081;Q9H4E5	P63000;P60763;P15153	Ras-related C3 botulinum toxin substrate 1;Ras-related C3 botulinum toxin substrate 3;Ras-related C3 botulinum toxin substrate 2	RAC1;RAC3;RAC2	501
22.4773	17.4559	18.4056	20.94	22.06	20.923	21.2126	19.6262	21.621	20.2673				-1								3	3	3	4.4	4.4	4.4	104.55	0	22.385	22465000	47	18	0.346132	1.18487	0.835017	0.326638	0.876746	0.794519	0.0726026	-0.308119	-0.207093	P63010;Q10567	P63010;Q10567	AP-2 complex subunit beta;AP-1 complex subunit beta-1	AP2B1;AP1B1	502
25.1236	19.3008	21.7748	24.3104	24.6886	23.1016	22.736	22.4809	24.1524	24.4529				-1								8	8	6	38.8	38.8	31.4	27.745	0	98.456	152080000	19	55	0.135913	0.666433	0.36834	0.0838808	0.239543	0.236911	0.0828338	-0.42689	-0.234165	P63104;Q04917;P31947	P63104	14-3-3 protein zeta/delta	YWHAZ	503
19.8646	16.902	18.0648	20.25	21.1305	20.0087	20.6333	16.8421	19.9099	21.5177				-1								2	2	2	22.8	22.8	22.8	11.557	0.002642	11.594	10211000	9	4	0.0159477	0.0920607	0.0480965	0.0206221	0.0941003	0.0618818	0.00043749	0.00203959	0.00134247	P63165;G2XKQ0	P63165;G2XKQ0	Small ubiquitin-related modifier 1;Small ubiquitin-related modifier	SUMO1	504
22.9941	19.6731	21.0587	21.3242	22.0118	21.8135	22.5179	19.8904	22.569	21.4091				-1								2	2	2	24.7	24.7	24.7	10.35	0	12.661	37899000	5	19	0.0775094	0.256323	0.220131	0.0300771	0.0745881	0.0893636	0.0732748	-0.181735	-0.208885	Q96FJ2;P63167	Q96FJ2;P63167	Dynein light chain 2, cytoplasmic;Dynein light chain 1, cytoplasmic	DYNLL2;DYNLL1	505
25.9633	23.8469	24.5355	24.4139	25.2715	25.4296	24.8238	23.452	25.4139	24.9685				-1								6	6	6	50	50	50	8.2178	0	40.215	331580000	3	73	0.114833	-0.22735	-0.316209	0.164589	-0.277232	-0.437162	0.0296715	-0.0498823	-0.0881953	P63173	P63173	60S ribosomal protein L38	RPL38	506
20.8391	15.9493	17.482	19.292	20.553	20.4447	20.9809	18.0123	20.5855	19.5139				-1								2	2	2	16	16	16	18.658	0	13.031	10139000	12	9	0.279103	1.16585	0.693976	0.241836	0.775841	0.613007	0.0839271	-0.390011	-0.237032	P63208	P63208	S-phase kinase-associated protein 1	SKP1	507
21.2656	19.7955	19.4564	22.4402	22.8849	22.086	21.9368	19.716	22.0429	22.3567				-1								4	4	4	62.7	62.7	62.7	9.1113	0	34.517	36605000	7	22	0.0310891	0.114224	0.0922743	0.0476704	0.18502	0.139166	0.019002	0.0707957	0.0571192	P63220	P63220	40S ribosomal protein S21	RPS21	508
20.9498	19.6179	21.4505	22.7557	23.239	22.2284	21.1783	21.5741	21.7903	23.1978				-1								2	2	2	23.4	23.4	23.4	16.832	0	24.832	46335000	8	20	0.140394	0.461808	0.379244	0.070175	-0.147724	-0.200604	0.213568	-0.609532	-0.550059	P63241;Q9GZV4;Q6IS14	P63241;Q9GZV4;Q6IS14	Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A-2;Eukaryotic translation initiation factor 5A-1-like	EIF5A;EIF5A2;EIF5AL1	509
