Intensity 01_rerun	Intensity 02	Intensity 03	Intensity 04	Intensity 05	Intensity 06	Intensity 07	Intensity 08	Intensity 09	Intensity 10	C: Reverse	C: Potential contaminant	C: Taxonomy IDs	C: Student's T-test Significant I315I_I315R	C: Student's T-test significant	C: Student's T-test Significant I315I_I315X	C: Student's T-test significant_	C: Student's T-test Significant I315R_I315X	C: Student's T-test significant__	C: Student's T-test Significant I315R_I315X_	C: Student's T-test significant___	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: iBAQ peptides	N: MS/MS count	N: -Log Student's T-test p-value I315I_I315R	N: Student's T-test Difference I315I_I315R	N: Student's T-test Test statistic I315I_I315R	N: -Log Student's T-test p-value I315I_I315X	N: Student's T-test Difference I315I_I315X	N: Student's T-test Test statistic I315I_I315X	N: -Log Student's T-test p-value I315R_I315X	N: Student's T-test q-value I315R_I315X	N: Student's T-test Difference I315R_I315X	N: Student's T-test Test statistic I315R_I315X	N: -Log Student's T-test p-value I315R_I315X_	N: Student's T-test Difference I315R_I315X_	N: Student's T-test Test statistic I315R_I315X_	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names	T: id
20.4879	19.1687	21.8855	17.8203	19.7816	17.4282	19.338	19.2974	17.6663	17.7906			-1									3	3	3	15.3	15.3	15.3	47.371	0	7.3856	7498000	21	6	0.105021	-0.215015	-0.291448	1.10519	-2.24728	-2.3503	1.02603	0.638091	-2.03226	-2.18533	1.02603	-2.03226	-2.18533	P61158	P61158	Actin-related protein 3	ACTR3	398
23.03	23.444	24.7476	24.7002	23.9747	22.7841	24.2102	24.0506	23.4413	23.9414			-1	#ERROR!	I315I_I315R	#ERROR!	I315I_I315X					9	9	9	36	36	36	29.945	0	19.348	163400000	19	40	1.44949	-1.00758	-3.1201	1.57668	-1.08768	-3.43127	0.0863269	0.935358	-0.0801086	-0.243309	0.0863269	-0.0801086	-0.243309	P61247	P61247	40S ribosomal protein S3a	RPS3A	400
24.3327	24.2316	23.7448	24.2441	24.241	24.2513	22.7263	22.6155	24.3014	24.6172			-1									4	4	4	26.2	26.2	26.2	17.256	0	6.0785	174330000	9	25	0.286041	0.435869	0.708826	0.706408	0.690763	1.54772	0.122657	0.920115	0.254895	0.335721	0.122657	0.254895	0.335721	Q9UNX3;P61254	Q9UNX3;P61254	60S ribosomal protein L26-like 1;60S ribosomal protein L26	RPL26L1;RPL26	401
25.8561	25.9062	25.0634	25.7123	26.3952	25.6745	24.8828	25.546	26.1605	26.2774			-1									7	7	7	35.3	35.3	35.3	24.146	0	27.89	591740000	14	107	0.0932472	0.0684776	0.261283	0.396764	0.466564	0.938583	0.308844	0.819595	0.398087	0.757201	0.308844	0.398087	0.757201	P61313	P61313	60S ribosomal protein L15	RPL15	402
20.2462	20.6834	20.931	20.256	21.5546	20.7381	20.3508	20.8252	20.2541	20.5335			-1									2	2	2	24	24	24	17.163	0.0015528	2.2842	16971000	14	6	0.0303947	0.0202726	0.0902777	0.436657	-0.386957	-1.01885	0.456862	0.766426	-0.407229	-1.05915	0.456862	-0.407229	-1.05915	P61326;Q96A72	P61326;Q96A72	Protein mago nashi homolog;Protein mago nashi homolog 2	MAGOH;MAGOHB	403
26.5281	26.184	25.9484	26.4363	27.2056	25.8956	26.0779	25.7215	26.437	26.3505			-1									7	7	7	45.6	45.6	45.6	15.798	0	52.406	848340000	6	74	0.00333007	0.00279363	0.0101848	0.216228	-0.238409	-0.556045	0.203008	0.880602	-0.241203	-0.526157	0.203008	-0.241203	-0.526157	P61353	P61353	60S ribosomal protein L27	RPL27	404
20.8907	21.1245	22.5627	22.097	23.335	20.8042	23.1485	23.6813	21.9923	22.3316			-1			#ERROR!	I315I_I315X					6	6	6	25.9	25.9	25.9	40.329	0	26.129	59524000	17	37	1.07959	-1.39631	-2.29655	1.8016	-1.70837	-4.02563	0.223263	0.87456	-0.312058	-0.571812	0.223263	-0.312058	-0.571812	P61421	P61421	V-type proton ATPase subunit d 1	ATP6V0D1	405
23.2565	23.8334	23.2283	23.7087	23.8275	23.4	22.961	23.597	24.3174	23.9398			-1									3	3	3	41.3	41.3	41.3	10.275	0	24.329	132310000	6	26	0.132039	0.101754	0.358862	0.624089	0.511319	1.38732	0.675437	0.743742	0.409566	1.48733	0.675437	0.409566	1.48733	P61513;A6NKH3	P61513	60S ribosomal protein L37a	RPL37A	406
20.4417	20.795	18.9721	19.0894	22.0174	20.1735	18.9839	19.0053	20.8244	21.1423			-1									2	2	2	19.5	19.5	19.5	12.497	0	3.6543	14959000	5	12	0.511252	0.851986	1.16671	0.229601	0.606522	0.585936	0.0697434	0.943094	-0.245464	-0.199448	0.0697434	-0.245464	-0.199448	P61803	P61803	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	DAD1	407
20.3313	19.3606	20.4894	20.6592	22.5128	17.5022	18.8193	19.3684	18.6814	20.9537			-1									2	2	2	9.3	9.3	9.3	36.588	0	2.9208	14696000	22	5	1.16863	-1.81234	-2.48535	0.807937	-2.09242	-1.74668	0.0845445	0.936948	-0.280078	-0.238649	0.0845445	-0.280078	-0.238649	P61964	P61964	WD repeat-containing protein 5	WDR5	408
27.7237	27.9572	28.2084	27.8336	28.791	27.4699	28.0214	27.9976	27.4664	28.078			-1									18	18	18	54.6	54.6	54.6	50.976	0	190.82	2691200000	27	311	0.88553	-0.338601	-1.90054	1.17675	-0.709126	-2.50282	0.695833	0.734659	-0.370525	-1.52709	0.695833	-0.370525	-1.52709	P61978	P61978	Heterogeneous nuclear ribonucleoprotein K	HNRNPK	409
19.7274	20.2871	20.3414	19.7513	20.5503	18.9973	19.7675	19.9649	19.6687	20.2376			-1									4	2	2	23.5	16.2	16.2	28.302	0	6.0439	10403000	18	11	0.347475	-0.333566	-0.837792	0.575599	-0.568655	-1.29278	0.35868	0.790247	-0.235089	-0.860888	0.35868	-0.235089	-0.860888	P61981	P61981	14-3-3 protein gamma;14-3-3 protein gamma, N-terminally processed	YWHAG	410
23.5049	24.2109	24.2888	23.8378	25.3898	22.9163	23.5753	23.4483	23.325	23.6657			-1									5	5	5	37.6	37.6	37.6	22.127	0	88.122	166450000	11	68	0.156552	-0.166554	-0.418098	0.647738	-0.933942	-1.43338	0.64188	0.767408	-0.767387	-1.42197	0.64188	-0.767387	-1.42197	P62081	P62081	40S ribosomal protein S7	RPS7	411
19.4907	21.4792	21.5909	19.574	18.8103	21.1789	20.0107	21.2351	21.0204	17.1325			-1									7	2	2	32.4	8.3	8.3	37.186	0	4.0481	14889000	19	9	0.730568	1.9123	1.59489	0.596646	1.08888	1.33384	0.223621	0.876181	-0.823418	-0.57261	0.223621	-0.823418	-0.57261	P62140	P62140	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	PPP1CB	412
26.0685	26.2943	25.6906	26.2377	26.6782	25.6117	25.2975	26.0297	26.2444	26.3138			-1									10	10	10	52.9	52.9	52.9	24.205	0	86.905	717260000	10	120	0.240338	-0.143606	-0.609707	0.12701	0.161382	0.346494	0.294697	0.824627	0.304988	0.727266	0.294697	0.304988	0.727266	P62241	P62241	40S ribosomal protein S8	RPS8	413
24.5328	25.1122	24.8867	24.827	25.4163	24.138	24.4789	24.4009	24.3024	24.4024			-1									5	5	5	45.4	45.4	45.4	14.839	0	22.92	272960000	11	67	0.0260817	-0.0258986	-0.0778149	0.432708	-0.409794	-1.01095	0.555683	0.776975	-0.383896	-1.25386	0.555683	-0.383896	-1.25386	P62244	P62244	40S ribosomal protein S15a	RPS15A	414
24.2112	25.1725	24.9724	24.7398	24.5631	23.8486	24.3878	23.9759	24.1797	24.1396			-1									6	6	6	35.6	35.6	35.6	16.445	0	9.0518	234000000	12	56	0.0889233	0.11518	0.250075	0.215812	-0.240823	-0.555108	0.542952	0.768627	-0.356003	-1.22894	0.542952	-0.356003	-1.22894	P62249	P62249	40S ribosomal protein S16	RPS16	415
21.2264	21.2913	21.0574	21.0716	22.0465	20.5441	21.3826	16.8937	19.8247	21.3168			-1									3	1	1	11.8	4.7	4.7	29.174	0.0030769	2.2186	21541000	18	13	0.204561	0.792627	0.529687	0.851909	-0.942141	-1.83363	0.520334	0.762913	-1.73477	-1.18457	0.520334	-1.73477	-1.18457	P62258	P62258	14-3-3 protein epsilon	YWHAE	416
24.5086	25.2868	25.2036	25.0191	25.4686	24.0733	24.9205	24.7019	24.5551	24.7032			-1									7	7	7	38.4	38.4	38.4	16.273	0	21.681	312540000	6	63	0.17463	-0.169653	-0.460753	0.654335	-0.559166	-1.44623	0.958748	0.67156	-0.389513	-2.0478	0.958748	-0.389513	-2.0478	P62263	P62263	40S ribosomal protein S14	RPS14	417
24.1474	25.1224	24.3716	24.6409	23.5615	24.9182	22.8562	23.9786	24.5603	24.5047			-1									4	4	4	35	35	35	15.807	0	21.131	219720000	8	46	0.880744	0.492242	1.89099	1.27452	1.27052	2.71707	0.740479	0.742893	0.778282	1.61427	0.740479	0.778282	1.61427	P62266	P62266	40S ribosomal protein S23	RPS23	418
25.342	26.3778	26.4991	26.1443	26.5839	25.0988	25.5671	25.23	24.8651	25.7973			-1									9	9	9	47.4	47.4	47.4	17.718	0	15.538	613220000	12	47	0.196743	-0.27662	-0.51187	0.602524	-0.769451	-1.3453	0.513449	0.765731	-0.492831	-1.17103	0.513449	-0.492831	-1.17103	P62269	P62269	40S ribosomal protein S18	RPS18	419
25.4402	25.9143	25.2094	25.3964	26.3875	24.8753	25.1663	25.0799	25.3337	25.7624			-1									7	7	7	39.7	39.7	39.7	17.222	0	13.222	482620000	11	50	0.0362322	-0.038461	-0.106977	0.159941	-0.213266	-0.426158	0.145628	0.914226	-0.174805	-0.391911	0.145628	-0.174805	-0.391911	P62277	P62277	40S ribosomal protein S13	RPS13	420
26.6701	27.6101	27.8004	27.3542	27.68	25.5174	27.3203	26.9027	25.5315	26.9772			-1									12	12	12	63.3	63.3	63.3	18.431	0	80.072	1453700000	10	114	0.533518	-0.858364	-1.21045	0.907451	-1.38056	-1.94439	1.22155	0.663259	-0.522196	-2.60012	1.22155	-0.522196	-2.60012	P62280	P62280	40S ribosomal protein S11	RPS11	421
19.6769	20.367	20.4455	20.2756	19.1987	18.964	17.1969	19.1021	18.7125	18.7889			-1									2	2	2	26.9	26.9	26.9	13.281	0.0084986	1.831	6844200	5	2	0.0199355	-0.0410283	-0.0598654	0.137456	0.400801	0.372101	0.157881	0.902203	0.44183	0.421263	0.157881	0.44183	0.421263	P62314	P62314	Small nuclear ribonucleoprotein Sm D1	SNRPD1	422
20.7002	22.5958	20.1984	20.6829	21.0626	21.8415	22.177	22.3058	22.1788	20.4152			-1									2	2	2	14.4	14.4	14.4	13.527	0	2.4719	32950000	9	20	0.784491	1.07074	1.70054	0.798817	1.05939	1.72871	0.00451797	0.993149	-0.0113525	-0.0137993	0.00451797	-0.0113525	-0.0137993	P62316	P62316	Small nuclear ribonucleoprotein Sm D2	SNRPD2	423
20.5799	20.7991	20.8752	20.5395	19.984	21.0627	16.534	18.7833	20.6622	20.2712			-1									2	2	2	13.5	13.5	13.5	13.916	0.0071225	1.8556	13443000	9	3	0.808688	0.976692	1.74816	0.572598	1.71028	1.28692	0.19692	0.872589	0.733589	0.512273	0.19692	0.733589	0.512273	P62318	P62318	Small nuclear ribonucleoprotein Sm D3	SNRPD3	424
26.898	26.6378	26.0748	26.9888	27.6291	26.4155	25.9614	26.8593	26.8328	27.2934			-1									16	16	16	44.7	44.7	44.7	29.995	0	74.72	1201500000	15	168	1.1162	-0.418474	-2.37354	0.0456341	0.0735931	0.133485	0.372672	0.788344	0.492067	0.889569	0.372672	0.492067	0.889569	P62424	P62424	60S ribosomal protein L7a	RPL7A	425
24.9274	26.0124	25.4533	25.4304	26.2236	24.8256	25.708	25.1928	25.0542	25.1785			-1									12	12	7	45.2	45.2	29.7	29.597	0	60.997	464830000	20	95	0.0271253	0.0301215	0.0808404	0.508688	-0.497608	-1.16167	1.0289	0.6584	-0.52773	-2.19125	1.0289	-0.52773	-2.19125	P62701	P62701	40S ribosomal protein S4, X isoform	RPS4X	426
25.8027	25.7066	24.7989	25.5939	26.5151	25.3203	24.8512	25.2463	25.7566	25.71			-1									9	9	9	44.2	44.2	44.2	17.695	0	40.19	512560000	9	84	0.147721	0.0777963	0.396954	0.130581	0.206125	0.355286	0.0778596	0.93725	0.128328	0.221058	0.0778596	0.128328	0.221058	P62750	P62750	60S ribosomal protein L23a	RPL23A	427
25.3955	25.8526	25.609	25.2647	26.4264	24.5929	24.8202	25.4498	25.2634	25.6963			-1									5	5	5	25.7	25.7	25.7	28.68	0	16.567	481810000	13	70	0.239605	-0.233963	-0.60809	0.258068	-0.382259	-0.648534	0.11188	0.930004	-0.148296	-0.308792	0.11188	-0.148296	-0.308792	P62753	P62753	40S ribosomal protein S6	RPS6	428
24.8341	25.1391	24.9958	24.3035	25.4219	24.2937	25.14	25.0685	23.9444	24.4133			-1									5	5	5	41.7	41.7	41.7	11.367	0	9.159	297190000	6	49	0.11562	-0.136039	-0.318182	0.901594	-0.72684	-1.93266	1.02903	0.666238	-0.590801	-2.19151	1.02903	-0.590801	-2.19151	P62805	P62805	Histone H4	HIST1H4A	429
24.1067	24.8412	24.7587	24.477	25.8737	23.4611	24.9189	25.0086	24.4152	25.1368			-1									8	8	8	44.4	44.4	44.4	24.423	0	16.596	297630000	11	78	0.627943	-0.634975	-1.39483	0.815397	-0.944606	-1.76139	0.314652	0.81735	-0.30963	-0.76942	0.314652	-0.30963	-0.76942	P62826	P62826	GTP-binding nuclear protein Ran	RAN	430
25.3091	25.6608	25.5699	25.692	26.0951	24.5888	25.3363	25.4443	24.9966	25.2233			-1									7	7	7	60	60	60	14.865	0	42.081	456220000	10	80	0.472409	-0.371136	-1.09002	0.692685	-0.585002	-1.52095	0.337019	0.807679	-0.213867	-0.816132	0.337019	-0.213867	-0.816132	P62829	P62829	60S ribosomal protein L23	RPL23	431
22.2629	23.0932	22.2786	22.689	23.3331	20.6116	22.6368	22.2905	20.8056	22.5551			-1									4	4	4	28.8	28.8	28.8	20.987	0	9.4901	57647000	10	28	0.554527	-1.00804	-1.25159	0.660138	-1.24599	-1.45753	0.290794	0.818844	-0.237956	-0.718964	0.290794	-0.237956	-0.718964	P62834;P61224;A6NIZ1	P62834;P61224;A6NIZ1	Ras-related protein Rap-1A;Ras-related protein Rap-1b;Ras-related protein Rap-1b-like protein	RAP1A;RAP1B	432
24.6907	25.0755	25.589	25.0353	25.8229	22.3904	24.3768	24.5538	23.5162	24.5343			-1									3	3	3	40	40	40	17.04	0	32.857	294860000	7	63	0.587608	-1.0471	-1.31621	0.82667	-1.60221	-1.78365	0.509516	0.761	-0.555107	-1.1633	0.509516	-0.555107	-1.1633	P62841	P62841	40S ribosomal protein S15	RPS15	433
23.3952	23.9641	23.5945	23.6646	23.9345	23.1507	22.8448	22.8712	23.4777	23.4022			-1									5	5	5	35.3	35.3	35.3	15.423	0	8.8529	116680000	7	33	0.2619	0.218164	0.656862	0.0634995	0.0729249	0.182626	0.134668	0.905533	-0.145239	-0.3653	0.134668	-0.145239	-0.3653	P62847	P62847	40S ribosomal protein S24	RPS24	434
23.8869	24.3123	24.0901	24.2584	24.5895	23.5165	24.0926	23.6521	24.0496	23.6244			-1									4	4	4	24	24	24	13.742	0	7.4359	172880000	6	30	0.135177	0.114508	0.366542	0.446333	-0.297955	-1.03818	0.71012	0.725701	-0.412464	-1.55496	0.71012	-0.412464	-1.55496	P62851	P62851	40S ribosomal protein S25	RPS25	435
24.2709	24.5775	24.6589	24.7125	25.7861	23.8964	24.4882	24.4951	23.9554	24.7013			-1									4	4	4	44.3	44.3	44.3	13.015	0	8.2791	263460000	6	48	1.01049	-0.493218	-2.15335	0.838673	-0.834661	-1.80739	0.341871	0.799417	-0.341443	-0.826197	0.341871	-0.341443	-0.826197	P62854;Q5JNZ5	P62854;Q5JNZ5	40S ribosomal protein S26;Putative 40S ribosomal protein S26-like 1	RPS26;RPS26P11	436
22.4327	23.7944	23.5302	22.6492	21.1541	21.8425	20.305	20.703	22.1929	21.2663			-1									1	1	1	17.4	17.4	17.4	7.8409	0	5.078	55315000	3	10	0.570972	1.07042	1.28374	0.345072	0.946855	0.832825	0.0372334	0.956264	-0.123563	-0.109823	0.0372334	-0.123563	-0.109823	P62857	P62857	40S ribosomal protein S28	RPS28	437
22.6708	22.8794	21.761	22.6182	22.7152	22.3775	21.7822	22.3337	23.0187	22.699			-1									2	2	2	18.6	18.6	18.6	6.6478	0	2.724	60919000	3	13	0.392241	0.208211	0.929415	0.843792	0.672417	1.81753	0.626408	0.761698	0.464206	1.39184	0.626408	0.464206	1.39184	P62861	P62861	40S ribosomal protein S30	FAU	438
21.3714	22.342	23.5547	22.1234	22.6889	20.9523	22.2391	22.2004	20.9383	21.7054			-1									3	1	1	10.6	4.1	4.1	37.377	0	18.261	48909000	13	10	0.539067	-0.598843	-1.22132	1.10137	-1.41667	-2.34225	0.9192	0.651652	-0.817828	-1.96798	0.9192	-0.817828	-1.96798	P62873	P62873	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	439
22.6699	24.2693	24.3065	23.7622	23.316	22.3654	23.6589	23.2382	22.3333	23.3914			-1									5	5	3	15.3	15.3	8.8	37.331	0	8.7085	117140000	13	36	0.291551	-0.47463	-0.720575	0.476039	-0.771168	-1.09721	0.377857	0.78942	-0.296537	-0.900156	0.377857	-0.296537	-0.900156	P62879;Q9HAV0	P62879	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	GNB2	440
24.3647	23.6806	23.6249	23.5177	24.7767	23.3457	23.7935	22.9644	23.7644	23.1309			-1									4	4	4	51.3	51.3	51.3	12.784	0	14.679	145550000	8	42	0.8793	0.392508	1.88811	0.542474	-0.468163	-1.228	1.02352	0.635596	-0.860671	-2.18016	1.02352	-0.860671	-2.18016	P62888	P62888	60S ribosomal protein L30	RPL30	441
24.9155	25.1954	24.6348	24.5519	24.9104	24.0867	24.4802	24.3173	24.3461	24.597			-1									1	1	1	19.6	19.6	19.6	6.3225	0	3.7815	261070000	1	19	0.053792	0.0539932	0.156117	0.136682	-0.132414	-0.370216	0.538351	0.762535	-0.186407	-1.21992	0.538351	-0.186407	-1.21992	Q59GN2;P62891	Q59GN2;P62891	Putative 60S ribosomal protein L39-like 5;60S ribosomal protein L39	RPL39P5;RPL39	442
24.8486	24.6447	24.4611	24.6724	25.3478	24.4639	23.7811	24.419	24.7131	24.8904			-1									3	3	3	24.8	24.8	24.8	14.463	0	5.9195	267570000	7	36	0.125935	-0.053353	-0.343839	0.0581453	0.077247	0.16806	0.0988739	0.923667	0.1306	0.275763	0.0988739	0.1306	0.275763	P62899	P62899	60S ribosomal protein L31	RPL31	443
26.5439	26.6172	24.8656	26.1946	26.8574	25.7138	25.0357	25.6739	26.3927	26.2371			-1									11	11	11	46.5	46.5	46.5	24.831	0	47.444	739900000	15	167	0.250156	0.206049	0.63127	0.400036	0.654956	0.945207	0.271391	0.844307	0.448907	0.677389	0.271391	0.448907	0.677389	P62906	P62906	60S ribosomal protein L10a	RPL10A	444
24.9502	25.2524	24.759	25.2494	25.725	24.6677	24.3693	25.3107	24.8814	25.4516			-1									8	8	8	40.7	40.7	40.7	15.86	0	19.384	362860000	8	85	1.04699	-0.403385	-2.22865	0.0130447	-0.0172729	-0.039466	0.401308	0.788189	0.386112	0.947779	0.401308	0.386112	0.947779	P62910	P62910	60S ribosomal protein L32	RPL32	445
24.9461	25.5184	25.9556	25.4662	25.3688	24.5597	24.8807	25.2768	24.7307	25.0189			-1									6	6	6	39.9	39.9	39.9	20.252	0	53.776	393250000	9	59	0.419948	-0.31771	-0.985354	0.470336	-0.465444	-1.08591	0.165274	0.889873	-0.147734	-0.438781	0.165274	-0.147734	-0.438781	P62913	P62913	60S ribosomal protein L11	RPL11	446
26.4785	26.2904	25.1757	26.2956	26.0184	25.6884	24.9511	25.6037	26.3837	26.2456			-1									12	12	12	52.9	52.9	52.9	28.024	0	70.752	668430000	14	133	0.082303	0.0725339	0.232771	0.880008	0.739103	1.88952	0.780254	0.704773	0.666569	1.69221	0.780254	0.666569	1.69221	P62917	P62917	60S ribosomal protein L8	RPL8	447
24.3028	24.3945	24.7021	24.0182	24.8282	24.0834	23.5379	24.2329	24.7736	23.9002			-1									8	8	8	58.8	58.8	58.8	18.012	0	17.186	210830000	14	62	0.759532	0.366758	1.65156	0.0457755	0.0611331	0.133881	0.293193	0.820134	-0.305625	-0.72407	0.293193	-0.305625	-0.72407	P62937;Q9Y536	P62937	Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed	PPIA	448
23.1516	22.3151	23.6494	21.8458	23.4463	22.3972	21.5478	23.1664	23.6558	22.4395			-1									4	4	4	17.4	17.4	17.4	33.665	0	11.389	79801000	11	29	0.204049	0.30547	0.528522	0.039107	-0.0918274	-0.115133	0.198381	0.877756	-0.397298	-0.515613	0.198381	-0.397298	-0.515613	P62995	P62995	Transformer-2 protein homolog beta	TRA2B	450
21.4247	21.9701	21.7639	21.461	21.8203	20.8159	21.0591	21.5679	20.4701	21.1588			-1									2	2	2	12.5	12.5	12.5	21.45	0	3.8011	28007000	9	15	0.263852	-0.310537	-0.661094	0.376408	-0.462397	-0.897201	0.215592	0.880426	-0.151859	-0.554615	0.215592	-0.151859	-0.554615	P63000;P60763;P15153	P63000;P60763;P15153	Ras-related C3 botulinum toxin substrate 1;Ras-related C3 botulinum toxin substrate 3;Ras-related C3 botulinum toxin substrate 2	RAC1;RAC3;RAC2	451
21.1147	21.7069	20.8652	20.4644	22.6211	19.5811	20.5922	21.4245	21.0678	21.7921			-1									4	4	4	5.8	5.8	5.8	104.55	0	6.8454	26511000	47	13	0.233233	-0.441794	-0.594	0.254978	-0.574281	-0.641803	0.0613963	0.948064	-0.132487	-0.17692	0.0613963	-0.132487	-0.17692	P63010;Q10567	P63010;Q10567	AP-2 complex subunit beta;AP-1 complex subunit beta-1	AP2B1;AP1B1	452
19.2986	19.9426	20.1546	18.5282	20.8568	17.9219	19.8902	19.9244	16.7941	19.4094			-1									2	1	1	6.1	3.3	3.3	45.664	0	2.5657	7381900	22	3	0.457392	-1.06783	-1.0602	1.01188	-2.08101	-2.15621	0.94944	0.664808	-1.01318	-2.02895	0.94944	-1.01318	-2.02895	P63092;Q5JWF2	P63092;Q5JWF2	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas	GNAS	453
23.7876	23.5986	23.5629	23.6252	24.187	23.2333	23.4096	23.2003	23.3635	23.6127			-1									8	8	6	41.6	41.6	34.3	27.745	0	56.537	125870000	19	46	0.174526	-0.0809638	-0.460509	0.545078	-0.321407	-1.2331	0.364172	0.786946	-0.240443	-0.872165	0.364172	-0.240443	-0.872165	P63104;P27348;Q04917;P31946;P31947	P63104	14-3-3 protein zeta/delta	YWHAZ	454
22.7096	22.844	23.2168	22.5937	23.1911	21.6298	22.3672	21.7645	21.4604	22.2398			-1									3	3	3	49.4	49.4	49.4	10.366	0	64.814	60099000	5	26	0.167793	-0.221265	-0.444718	0.850246	-0.946977	-1.83033	0.920754	0.666286	-0.725712	-1.9711	0.920754	-0.725712	-1.9711	P63167;Q96FJ2	P63167;Q96FJ2	Dynein light chain 1, cytoplasmic;Dynein light chain 2, cytoplasmic	DYNLL1;DYNLL2	455
19.7307	20.2111	21.5133	21.1077	21.0548	19.0095	20.0031	20.3214	19.554	20.7838			-1									2	2	2	30.1	30.1	30.1	12.452	0	32.886	14979000	7	15	1.29266	-1.1461	-2.75764	1.05022	-1.26552	-2.23535	0.0842743	0.9359	-0.119424	-0.237942	0.0842743	-0.119424	-0.237942	P63172	P63172	Dynein light chain Tctex-type 1	DYNLT1	456
24.2428	24.7078	24.3934	24.4909	24.3867	23.8115	24.4226	24.3547	24.131	24.2216			-1									5	5	5	35.7	35.7	35.7	8.2178	0	8.7815	211400000	3	48	0.195111	-0.138997	-0.508133	0.28261	-0.184142	-0.701491	0.224714	0.87744	-0.0451444	-0.575053	0.224714	-0.0451444	-0.575053	P63173	P63173	60S ribosomal protein L38	RPL38	457
20.7638	22.4061	22.7342	22.2533	22.8421	21.2473	20.7973	21.2338	21.8862	20.7809			-1									4	4	4	51.8	51.8	51.8	9.1113	0	10.259	39289000	7	22	0.315627	0.423864	0.771468	0.138063	-0.277978	-0.373579	0.369743	0.787725	-0.701841	-0.88358	0.369743	-0.701841	-0.88358	P63220	P63220	40S ribosomal protein S21	RPS21	458
19.7372	20.5729	18.1518	20.6888	23.2148	21.3916	20.8395	21.2349	21.5354	21.4585			-1									3	3	3	18.8	18.8	18.8	16.832	0	7.3037	27167000	8	13	0.0352066	0.039224	0.104057	0.104011	0.431271	0.288879	0.0946285	0.930068	0.392047	0.264849	0.0946285	0.392047	0.264849	P63241;Q9GZV4;Q6IS14	P63241	Eukaryotic translation initiation factor 5A-1	EIF5A	459
24.2711	24.7769	24.8111	24.5141	25.6087	23.6797	24.7356	24.4157	23.8325	24.5579			-1									11	11	11	50.5	50.5	50.5	35.076	0	33.506	256950000	22	81	0.505733	-0.399537	-1.15585	1.01355	-0.955463	-2.15964	0.919293	0.657368	-0.555926	-1.96817	0.919293	-0.555926	-1.96817	P63244	P63244	Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed	GNB2L1	460
31.1175	30.9309	31.5455	30.5198	30.5709	30.397	30.3621	30.0247	29.981	29.8982			-1									24	24	1	73.6	73.6	4.5	41.792	0	323.31	16592000000	23	682	0.360436	0.288741	0.864497	0.355161	-0.389867	-0.853647	0.759176	0.728182	-0.678607	-1.65087	0.759176	-0.678607	-1.65087	P63261	P63261	Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed	ACTG1	461
25.2631	25.4372	25.6566	25.6505	26.5488	24.7747	25.2512	25.5068	25.338	25.9564			-1									13	13	8	66.4	66.4	53.7	35.924	0	189.78	513270000	13	117	0.996972	-0.52124	-2.12565	0.661543	-0.635599	-1.46027	0.101306	0.924294	-0.114359	-0.281986	0.101306	-0.114359	-0.281986	P67809;Q9Y2T7	P67809	Nuclease-sensitive element-binding protein 1	YBX1	462
20.47	19.8402	19.2155	17.6766	18.3251	19.6364	16.6892	17.3362	19.3018	18.2486			-1	#ERROR!	I315I_I315R							8	2	2	25	9.7	9.7	28.521	0	4.1449	3852300	21	6	2.39785	1.83904	5.95103	0.937536	1.51622	2.0049	NaN	1	0	NaN	0.153409	-0.322822	-0.410597	P67936	P67936	Tropomyosin alpha-4 chain	TPM4	463
27.1676	26.8252	26.997	26.1345	23.4233	26.8674	24.172	24.8261	26.3396	25.2513			-1	#ERROR!	I315I_I315R							14	2	2	33.4	7.2	7.2	42.051	0	11.665	784440000	23	41	1.40952	1.27343	3.02562	0.756999	1.8133	1.6466	0.177599	0.8805	0.539865	0.46768	0.177599	0.539865	0.46768	P68133;P68032;P63267;P62736	P68133;P68032;P63267;P62736	Actin, alpha skeletal muscle;Actin, alpha cardiac muscle 1;Actin, gamma-enteric smooth muscle;Actin, aortic smooth muscle	ACTA1;ACTC1;ACTG2;ACTA2	464
