"","seqnames","start","end","width","strand","Conc","Conc_WT","Conc_MUTANT","Fold","p.value","FDR"
"98248","chr6",2110564,2111064,501,"*",4.32774683188088,5.10894757241254,2.49864295450465,2.61030461790789,0.000130825025857749,0.0010683973591777
"11620","chr1",230186125,230186625,501,"*",4.69175181408323,5.40496777844275,3.22000459389917,2.18496318454358,0.000130924227087766,0.0010691386670875
"115025","chr8",65842847,65843347,501,"*",5.42045778508467,6.00434349286985,4.42368335011994,1.58066014274992,0.000130986714564453,0.00106958009114451
"9340","chr1",185912532,185913032,501,"*",4.10401825780112,4.93673327478705,1.91279736727569,3.02393590751136,0.000131049825101182,0.00107002654568326
"120712","chr9",84123164,84123664,501,"*",4.31139749372052,5.08540842767587,2.52543615426007,2.5599722734158,0.000131081747979145,0.00107021831078397
"4878","chr1",77489831,77490331,501,"*",4.53281535886169,5.2685252141789,2.95411520937467,2.31441000480423,0.000131135434920917,0.00107058773269328
"68475","chr2",237701585,237702085,501,"*",5.67832738658739,4.81796078250308,6.21357158102534,-1.39561079852226,0.000131195151810761,0.00107100633229285
"121596","chr9",99066518,99067018,501,"*",4.63770608577243,5.35004547503177,3.16993808226025,2.18010739277153,0.000131287366801801,0.00107167964598398
"24755","chr11",125123537,125124037,501,"*",4.01612581128497,4.85853520909076,1.74353473138517,3.11500047770559,0.000131294527309282,0.00107167964598398
"42298","chr15",86164813,86165313,501,"*",4.49850358722986,5.24721100421606,2.85335424188319,2.39385676233286,0.000131343887892867,0.00107198693867147
"96045","chr5",142248816,142249316,501,"*",6.12294607371531,6.61693671603903,5.36579830916778,1.25113840687124,0.000131349075992264,0.00107198693867147
"33415","chr13",65653582,65654082,501,"*",4.77033255882662,5.46309337930453,3.38810593455224,2.07498744475229,0.000131404331634549,0.0010722999212934
"96896","chr5",157686781,157687281,501,"*",4.77033255882662,5.46309337930453,3.38810593455224,2.07498744475229,0.000131404331634549,0.0010722999212934
"68496","chr2",237940945,237941445,501,"*",5.03278165660697,5.69354192779887,3.77809467445095,1.91544725334793,0.000131422321546297,0.00107237773914774
"78922","chr3",69239097,69239597,501,"*",5.43923707576473,6.02246349108371,4.44443283221459,1.57803065886912,0.000131434546530443,0.0010724085094539
"87338","chr4",99100877,99101377,501,"*",5.09826797587204,5.74810503444056,3.88405794217971,1.86404709226085,0.000131518203812649,0.00107302207293814
"39791","chr15",49984406,49984906,501,"*",4.38092198402338,5.15814006361975,2.57590185065142,2.58223821296834,0.000131623238510881,0.00107374179009412
"111373","chr7",121278614,121279114,501,"*",4.25983272525089,5.04326751476009,2.41701144106035,2.62625607369974,0.00013162334717595,0.00107374179009412
"68819","chr20",1805092,1805592,501,"*",5.31399241646891,5.91670359928585,4.25939739987094,1.65730619941491,0.000131736176063156,0.00107459310693611
"6188","chr1",110272029,110272529,501,"*",5.02874914095899,5.67093739926394,3.84204526885976,1.82889213040417,0.000131821031102668,0.00107521614181042
"30150","chr12",108628362,108628862,501,"*",6.19299635278035,6.67451277694066,5.46511402346437,1.20939875347629,0.000131870588525468,0.0010755512052744
"39030","chr15",35758383,35758883,501,"*",4.77957791749166,5.46440103305444,3.43032454615056,2.03407648690388,0.000131933657592858,0.00107599642104727
"3181","chr1",43134075,43134575,501,"*",4.30000045935517,5.0720697377769,2.52543615426007,2.54663358351683,0.000132042102079736,0.00107681161896616
"15076","chr10",60978759,60979259,501,"*",3.93607307510697,4.7908400450645,1.55174081969369,3.23909922537081,0.000132079316337281,0.0010769766301997
"60453","chr2",54913409,54913909,501,"*",3.93607307510697,4.7908400450645,1.55174081969369,3.23909922537081,0.000132079316337281,0.0010769766301997
"81413","chr3",142976563,142977063,501,"*",5.07977664009351,5.71598419115012,3.91412179441565,1.80186239673447,0.000132213726545388,0.0010780033191757
"13894","chr10",29163689,29164189,501,"*",4.36887088745123,5.1353962718061,2.62627879283291,2.5091174789732,0.000132329044713624,0.00107887421942365
"91626","chr5",40570342,40570842,501,"*",5.0225758185665,5.66603489422409,3.83134811367551,1.83468678054858,0.00013235031956074,0.00107897832499479
"70425","chr20",40275029,40275529,501,"*",4.1615453099842,4.96280466125118,2.20350805937271,2.75929660187847,0.000132404919903863,0.00107935408390494
"58712","chr2",25741056,25741556,501,"*",5.37667304097151,5.97734316143825,4.32849723210632,1.64884592933193,0.000132470223525606,0.00107981704116888
"112179","chr7",138239176,138239676,501,"*",3.92445373504162,4.78354462967078,1.49864295450465,3.28490167516614,0.000132539492725222,0.00108031226185054
"10358","chr1",207818824,207819324,501,"*",4.74321310485002,5.43653751595296,3.35860942252891,2.07792809342405,0.000132589246117091,0.00108062791076392
"47004","chr17",8022547,8023047,501,"*",4.8346560313804,5.50953331368269,3.52543615426007,1.98409715942262,0.000132596852494292,0.00108062791076392
"8831","chr1",178575905,178576405,501,"*",4.75484297506843,5.45765270143179,3.32949021058938,2.12816249084241,0.000132603774942068,0.00108062791076392
"26586","chr12",45234418,45234918,501,"*",5.89733286001422,6.41433017684813,5.08389969731476,1.33043047953337,0.000132718079526044,0.00108148993537854
"36722","chr14",66918475,66918975,501,"*",4.36140427434003,5.12223253123702,2.65082260040437,2.47140993083265,0.000132746331824098,0.00108165067346804
"80278","chr3",123695670,123696170,501,"*",4.78237007490423,5.46787411530391,3.43032454615056,2.03754956915335,0.000132829369865225,0.00108225777032202
"57839","chr2",8605655,8606155,501,"*",5.0616702235116,5.6985407192427,3.89370150264625,1.80483921659645,0.000132855157741388,0.00108239836029612
"17866","chr10",112752268,112752768,501,"*",4.64173254967251,5.35121961111741,3.1868207108156,2.16439890030181,0.000132895491725198,0.00108265743473925
"88492","chr4",128225109,128225609,501,"*",4.94681259321514,5.60289067642578,3.70965273306323,1.89323794336255,0.000132949064417838,0.00108302432054532
"83763","chr3",192091636,192092136,501,"*",4.08913669299288,4.91495416536027,1.95282700905593,2.96212715630434,0.000132979348825365,0.00108320146132378
"97017","chr5",159518353,159518853,501,"*",4.87731061492105,5.54345451799017,3.60213213843391,1.94132237955626,0.000133008328617983,0.00108336795311727
"92520","chr5",72007194,72007694,501,"*",4.06388432898818,4.89639192175005,1.87434948620125,3.02204243554879,0.000133027178461389,0.00108342605352075
"31573","chr13",23790712,23791212,501,"*",5.55816894817201,6.13471458698208,4.5831288545579,1.55158573242418,0.000133032543512434,0.00108342605352075
"100339","chr6",38433035,38433535,501,"*",4.29493561411978,5.07946313762024,2.44534916090128,2.63411397671896,0.000133051342843,0.00108348362386766
"7776","chr1",159848879,159849379,501,"*",4.05960166721619,4.89672093307581,1.83204894033919,3.06467199273662,0.000133056695145606,0.00108348362386766
"124996","chrX",49710669,49711169,501,"*",4.25031725830837,5.04151632450498,2.35860942252891,2.68290690197607,0.000133074304333523,0.00108355745897144
"26360","chr12",32089543,32090043,501,"*",4.78133371833483,5.47003747908277,3.41607692983394,2.05396054924883,0.00013314329112163,0.00108404959983062
"101535","chr6",71509002,71509502,501,"*",4.97922753536053,5.63470960282529,3.74427952931331,1.89043007351198,0.000133153040817402,0.00108405940143567
"87069","chr4",89067347,89067847,501,"*",4.17566378274567,4.97414234275997,2.23631462889095,2.73782771386902,0.000133184737299066,0.00108424786907079
"112173","chr7",138126891,138127391,501,"*",4.43103267243545,5.18765899849019,2.74353473138517,2.44412426710502,0.0001332129532862,0.00108440797986659
"92134","chr5",59569075,59569575,501,"*",3.84770044213519,4.72743543888823,1.20350805937271,3.52392737951552,0.000133316868513214,0.00108514831347153
"23589","chr11",96329828,96330328,501,"*",4.92887876741315,5.59577101591628,3.65082260040437,1.94494841551191,0.000133321007673933,0.00108514831347153
"90778","chr4",185988206,185988706,501,"*",4.5060842033257,5.24847184904977,2.89370150264625,2.35477034640352,0.000133407734818663,0.00108577080509641
"92454","chr5",68479415,68479915,501,"*",4.23969384710394,5.02923149669381,2.35860942252891,2.6706220741649,0.000133414605516963,0.00108577080509641
"58136","chr2",12119755,12120255,501,"*",4.04891849956164,4.88475560080596,1.83204894033919,3.05270666046677,0.000133436472641494,0.00108587910107255
"115744","chr8",89889334,89889834,501,"*",5.37440867214093,5.98630221398716,4.29046106215986,1.6958411518273,0.000133455808923147,0.00108596678898704
"4171","chr1",58932972,58933472,501,"*",5.1764529341472,5.80463948042995,4.03842118480107,1.76621829562888,0.000133479963615388,0.00108609367187551
"78794","chr3",65834043,65834543,501,"*",4.17146723707743,4.98387842515836,2.13556832044947,2.8483101047089,0.000133641153372163,0.0010872884391289
"69636","chr20",25508005,25508505,501,"*",5.02493551074758,5.66905543962014,3.83134811367551,1.83770732594463,0.000133643942097073,0.0010872884391289
"70663","chr20",45254723,45255223,501,"*",4.17011806762773,4.97749870004778,2.16993808226025,2.80756061778753,0.000133754853389933,0.00108812099417814
"91905","chr5",56085079,56085579,501,"*",4.00988741039445,4.8515750152318,1.74353473138517,3.10804028384664,0.000133770425259694,0.00108817788797247
"39804","chr15",50162917,50163417,501,"*",4.12608831097321,4.94173740190425,2.06665431846484,2.87508308343941,0.000133826347960861,0.00108856299400649
"52100","chr18",23312249,23312749,501,"*",5.13876858157599,5.77795945827363,3.96266325181824,1.81529620645539,0.00013391748334013,0.0010892344573392
"16114","chr10",80486373,80486873,501,"*",4.4194471854152,5.17788630973724,2.72204395611571,2.45584235362153,0.000133933379466699,0.0010892939060146
"102236","chr6",96184709,96185209,501,"*",3.78138314365618,4.69076200942447,0.743534731385166,3.9472272780393,0.000133963868649978,0.00108947202628459
"67579","chr2",222831331,222831831,501,"*",4.85400054678776,5.52711317555881,3.55174081969369,1.97537235586512,0.000134017855166951,0.00108984120543868
"83229","chr3",183844540,183845040,501,"*",4.55107494366011,5.27497947735426,3.02970084050329,2.24527863685097,0.000134057034954473,0.00109005647488979
"4063","chr1",55974589,55975089,501,"*",3.78879579501181,4.72162832372777,0.330482506095031,4.39114581763274,0.000134061513139372,0.00109005647488979
"21462","chr11",62105779,62106279,501,"*",5.04799507935117,5.68964431590728,3.86320453132051,1.82643978458677,0.000134252905531621,0.00109154272352885
"885","chr1",11961189,11961689,501,"*",6.1933143102996,6.67197356991914,5.4720173331788,1.19995623674034,0.000134301872687417,0.00109187086804744
"109757","chr7",84565667,84566167,501,"*",4.01940728916805,4.86744030614172,1.69715415983301,3.17028614630871,0.000134357248335205,0.00109205607181606
"82117","chr3",157330149,157330649,501,"*",4.23713734833249,5.02157544383079,2.38810593455224,2.63346950927854,0.000134357264123839,0.00109205607181606
"109713","chr7",83704509,83705009,501,"*",4.23713734833249,5.02157544383079,2.38810593455224,2.63346950927854,0.000134357264123839,0.00109205607181606
"6712","chr1",118333831,118334331,501,"*",4.25559977228537,5.04761973192018,2.35860942252891,2.68901030939128,0.000134359088645297,0.00109205607181606
"114909","chr8",60388826,60389326,501,"*",4.18254612497342,4.98205359558411,2.23631462889095,2.74573896669316,0.000134369027721412,0.00109206688265739
"28241","chr12",66111604,66112104,501,"*",5.88621205009248,6.4077918570776,5.06119020552966,1.34660165154794,0.00013442314580753,0.00109243672829629
"115965","chr8",95386499,95386999,501,"*",5.04194563117694,5.69669444798594,3.80971287315607,1.88698157482987,0.000134511264848398,0.00109308282950346
"50220","chr17",66939688,66940188,501,"*",5.42574519919216,6.02068684960594,4.39538678701232,1.62530006259361,0.000134529852627586,0.00109316385020271
"91729","chr5",43427925,43428425,501,"*",5.13098038349657,5.76514304021369,3.97243288531541,1.79271015489828,0.000134562514212404,0.00109335921425006
"114546","chr8",53316998,53317498,501,"*",4.80413947362481,5.48810222083811,3.45840448673225,2.02969773410586,0.000134629492153275,0.001093833365697
"63748","chr2",144365262,144365762,501,"*",4.64996084927734,5.35755412257175,3.20350805937271,2.15404606319904,0.000134647132521882,0.00109390662576315
"104092","chr6",137729030,137729530,501,"*",5.83088045293773,6.37082462531835,4.95807457314195,1.4127500521764,0.000134700374082171,0.0010942690908147
"105111","chr6",155201533,155202033,501,"*",6.6388631318573,7.08165931972522,5.99672766701313,1.0849316527121,0.000134822060886256,0.00109512948552037
"70849","chr20",47791963,47792463,501,"*",4.91114086082125,5.576596441487,3.6386028898411,1.9379935516459,0.000134823551661555,0.00109512948552037
"101737","chr6",79599986,79601390,1405,"*",6.3034298125537,6.7692814501227,5.61113248944529,1.15814896067741,0.000134928081193453,0.00109590837210602
"124832","chrX",46333642,46334142,501,"*",4.83369287460369,5.52169577550821,3.47134273021257,2.05035304529564,0.000134973234655829,0.00109620492749608
"23513","chr11",95358986,95359486,501,"*",4.09079055848734,4.90666518701491,2.02970084050329,2.87696434651162,0.000134990033004679,0.00109627116944363
"92960","chr5",76983358,76983858,501,"*",4.63672961661453,5.3450982777992,3.1868207108156,2.1582775669836,0.000135047074605434,0.00109666420253815
"57043","chr19",48590406,48590906,501,"*",4.54020343819977,5.26578257842264,3.01086298143031,2.25491959699233,0.000135063052368864,0.00109672374338082
"79574","chr3",102090670,102091170,501,"*",4.09528865404141,4.91177451621754,2.02970084050329,2.88207367571425,0.000135149527977153,0.00109735568859744
"91805","chr5",54417954,54418454,501,"*",4.36397117814293,5.12526180028063,2.65082260040437,2.47443919987626,0.000135168718367257,0.0010974412610294
"105452","chr6",161029174,161029674,501,"*",4.70424579696488,5.40247285308951,3.29875747800583,2.10371537508367,0.000135269398018524,0.00109818839535653
"9347","chr1",185965724,185966224,501,"*",4.58399736828909,5.30343724204008,3.0836054552258,2.21983178681427,0.000135302999530821,0.0010983908931578
"27220","chr12",52244021,52244521,501,"*",4.95490809435734,5.62249495882309,3.6741743620049,1.94832059681819,0.000135338523835481,0.00109860897328844
"97433","chr5",169052257,169052757,501,"*",6.76942303563282,7.22038053040529,6.10982082444115,1.11055970596414,0.000135409915868147,0.00109911816276594
"11272","chr1",224726700,224727200,501,"*",4.08179282749316,4.90666518701491,1.95282700905593,2.95383817795898,0.000135452548127337,0.00109939385981502
"92265","chr5",62329066,62329566,501,"*",4.92790851568519,5.58820869225288,3.67495583233035,1.91325285992252,0.000135487971961972,0.00109961101851056
"53280","chr18",58402193,58402693,501,"*",4.47023239795314,5.21761057700359,2.83204894033919,2.38556163666439,0.000135619323894889,0.00110060664542988
"102635","chr6",107264196,107264696,501,"*",4.16020612389725,4.96126757723308,2.20350805937271,2.75775951786037,0.000135646683863208,0.00110068784887198
"103940","chr6",134041010,134041510,501,"*",4.16020612389725,4.96126757723308,2.20350805937271,2.75775951786037,0.000135646683863208,0.00110068784887198
"98753","chr6",8944587,8945087,501,"*",3.84936334078501,4.72924281028297,1.20350805937271,3.52573475091026,0.000135697810461444,0.00110103227917712
"72823","chr21",42525205,42525705,501,"*",3.95229428641959,4.81421145819525,1.49864295450465,3.3155685036906,0.000135725436579241,0.00110118599814199
"80623","chr3",129413252,129413752,501,"*",4.92529139729205,5.60387612246913,3.60131019733162,2.00256592513751,0.000135882942108897,0.00110239338529022
"89645","chr4",154004799,154005299,501,"*",4.3012160217343,5.0734932458382,2.52543615426007,2.54805709157813,0.000135914511929032,0.00110257899003783
"100860","chr6",45595407,45595907,501,"*",4.33936064857477,5.10923151596086,2.57757444765229,2.53165706830857,0.000135985364863813,0.00110307313644915
"82446","chr3",168174854,168175354,501,"*",4.38704524019379,5.14382867894024,2.6986919993566,2.44513667958364,0.000135992816675561,0.00110307313644915
"4184","chr1",59143734,59144234,501,"*",4.94355445150115,5.60190455680437,3.69792328450213,1.90398127230224,0.000136047401069584,0.00110344532739635
"3034","chr1",40898444,40898944,501,"*",5.53258491968524,6.09806870169582,4.58949113560239,1.50857756609342,0.000136171255128609,0.00110437926319125
"4501","chr1",64917412,64917912,501,"*",6.40878362007865,6.86349031000687,5.74105240698467,1.1224379030222,0.000136214203560418,0.00110465695883174
"66405","chr2",200374048,200374548,501,"*",3.86522916229876,4.74077298733298,1.26839174116204,3.47238124617095,0.000136268817091162,0.00110502921342761
"90217","chr4",169180130,169180630,501,"*",4.09219572296949,4.90826152792495,2.02970084050329,2.87856068742165,0.000136382739493299,0.00110588233637202
"117555","chr8",127687543,127688043,501,"*",5.12529208768616,5.77726475865679,3.90328102942253,1.87398372923426,0.000136400959632349,0.0011059001934031
"96750","chr5",154262195,154262695,501,"*",4.84252125964801,5.51604381782905,3.53864843778246,1.97739538004659,0.00013640237777871,0.0011059001934031
"116690","chr8",107491359,107491859,501,"*",4.87658365843715,5.56488996479048,3.51297610651512,2.05191385827536,0.00013643588412012,0.0011061011550077
"19901","chr11",15976618,15977118,501,"*",4.91207661199044,5.57136203514133,3.66293967801001,1.90842235713133,0.000136514136542256,0.00110666482928542
"7885","chr1",161329498,161329998,501,"*",5.92541680687771,6.43952636323852,5.11922027460079,1.32030608863773,0.0001365441629407,0.00110683750765887
"74482","chr22",38696929,38697429,501,"*",5.04494739710497,5.68573614562335,3.86320453132051,1.82253161430284,0.000136631837548602,0.00110737156584137
"39750","chr15",48939609,48940109,501,"*",4.29640484135984,5.08116889415081,2.44534916090128,2.63581973324953,0.000136634284034699,0.00110737156584137
"91950","chr5",56522819,56523319,501,"*",3.79044669132794,4.70627771271037,0.649232849959035,4.05704486275134,0.000136636235522886,0.00110737156584137
"101061","chr6",52333507,52334007,501,"*",4.78878011929029,5.46895620269678,3.45840448673225,2.01055171596453,0.000136658498043999,0.00110748123643247
"120492","chr9",80049023,80049523,501,"*",3.85832505589545,4.73898001202419,1.20350805937271,3.53547195265148,0.000136802188676796,0.00110857488424868
"79822","chr3",114624729,114625229,501,"*",5.1345142276851,5.97093440682879,2.91279736727569,3.0581370395531,0.000136828856545642,0.00110872016036587
"32921","chr13",50378638,50379138,501,"*",3.77578958187268,4.68480507560037,0.743534731385166,3.9412703442152,0.000136939435639511,0.00110954530465912
"24624","chr11",120574734,120575234,501,"*",4.68463370434154,5.38558994734832,3.26735579120457,2.11823415614375,0.000136979698450505,0.00110980064557983
"83827","chr3",193805394,193805894,501,"*",4.25859980070268,5.04646702167244,2.38810593455224,2.6583610871202,0.000137020874493894,0.00111006335236297
"111304","chr7",117435311,117435811,501,"*",4.49292753940564,5.22865862323226,2.91412179441565,2.31453682881661,0.00013705679926432,0.0011102834855532
"83537","chr3",188343734,188344234,501,"*",4.42967839680342,5.1818513223194,2.7661775915031,2.4156737308163,0.000137065801768613,0.00111028550995863
"7669","chr1",156798357,156798857,501,"*",5.34670742588476,5.94001808043096,4.32136915152421,1.61864892890675,0.000137138830281982,0.00111080613619373
"54507","chr19",7989288,7989788,501,"*",4.57258973088026,5.29710932135836,3.04829589296735,2.24881342839101,0.000137177358531927,0.00111104726628094
"93591","chr5",91632801,91633301,501,"*",4.48609300585968,5.22044624475256,2.91412179441565,2.30632445033691,0.000137195915428821,0.00111112662095236
"118953","chr9",16509882,16510382,501,"*",4.45544424513193,5.1999750498686,2.83204894033919,2.36792610952941,0.000137209947340914,0.00111116932074116
"9360","chr1",186154665,186155165,501,"*",4.46786350661851,5.21889754671794,2.81042428629117,2.40847326042677,0.000137272877791163,0.00111160798554514
"119785","chr9",38213842,38214342,501,"*",4.24629627587795,5.04151632450498,2.32849723210632,2.71301909239865,0.00013728718684604,0.0011116528932589
"42707","chr15",96093003,96093503,501,"*",3.07520607123967,4.07520607123967,0,4.07520607123967,0.000137325470386284,0.00111189191098748
"79969","chr3",117035613,117036113,501,"*",4.71778533925832,5.41556796809967,3.31420567751317,2.1013622905865,0.000137354190588425,0.00111204001683553
"30733","chr12",119176242,119176742,501,"*",5.67728138434668,6.23338426041966,4.76055010573489,1.47283415468478,0.00013736129524009,0.00111204001683553
"63902","chr2",149422318,149422818,501,"*",5.83889369742115,6.36536730598494,5.00135100156132,1.36401630442362,0.000137391280667178,0.00111221178909974
"103152","chr6",116059574,116060074,501,"*",4.63386932383073,5.34887038259815,3.15397703522656,2.19489334737159,0.000137437212555625,0.00111251262121793
"97145","chr5",162256724,162257224,501,"*",4.22362906837001,5.01536061414234,2.32849723210632,2.68686338203602,0.000137446654606586,0.0011125180596066
"15127","chr10",62050990,62051490,501,"*",4.71767780055613,5.43676378559353,3.21893329642905,2.21783048916449,0.000137557578983969,0.00111334486118001
"6451","chr1",114828213,114828713,501,"*",4.25565396191462,5.061478836731,2.26631909683232,2.79515973989868,0.000137661097148832,0.00111411161768046
"53422","chr18",62785086,62785586,501,"*",4.77959047975959,5.46787411530391,3.41607692983394,2.05179718546997,0.000137741565023925,0.00111465908390503
"66363","chr2",199629271,199629771,501,"*",4.15161291545435,4.95633085120858,2.16993808226025,2.78639276894833,0.000137746316962249,0.00111465908390503
"65940","chr2",188765482,188765982,501,"*",5.26630619998901,5.88718605124842,4.15285554909292,1.7343305021555,0.000137764968257438,0.00111473890115408
"64439","chr2",159454109,159454609,501,"*",5.6075824173362,6.16724418675783,4.68092658590799,1.48631760084984,0.000137788891941444,0.00111486136755684
"112327","chr7",140626253,140626753,501,"*",6.28581440324959,6.75629671236746,5.5831288545579,1.17316785780956,0.000137815494251101,0.00111500548993818
"14082","chr10",31656628,31657128,501,"*",4.22899162881975,5.01684116214016,2.35860942252891,2.65823173961126,0.000137879098379857,0.00111544894054092
"46973","chr17",7745766,7746266,501,"*",5.33853351765472,5.9588013258289,4.2271174202569,1.731683905572,0.000137895260408257,0.00111550855004836
"110572","chr7",101584900,101585400,501,"*",5.11363334250414,5.74256373710522,3.9730684352734,1.76949530183182,0.000137979656664533,0.00111606451721012
"76893","chr3",37794267,37794767,501,"*",5.09736978765716,5.73303503553984,3.93360419776614,1.7994308377737,0.000137988649973087,0.00111606451721012
"79785","chr3",113847596,113848096,501,"*",4.90875046606963,5.57358155129959,3.6386028898411,1.93497866145849,0.000137990381609463,0.00111606451721012
"69240","chr20",11850290,11850790,501,"*",4.54785571646537,5.28682615106026,2.95282700905593,2.33399914200433,0.00013803174694266,0.00111632790329425
"82515","chr3",170262337,170262837,501,"*",4.42499730351134,5.17629121843878,2.7661775915031,2.41011362693568,0.000138046779536541,0.00111637830407811
"110367","chr7",99729357,99729857,501,"*",4.35649594111261,5.11643737290362,2.65082260040437,2.46561477249926,0.000138096678885401,0.00111671064639325
"72210","chr21",26491643,26492143,501,"*",3.84238270347849,4.72743543888823,1.13556832044947,3.59186711843877,0.000138116488725667,0.00111679964481312
"17821","chr10",111370040,111370540,501,"*",4.43808468245053,5.18344028139172,2.81042428629117,2.37301599510055,0.000138133400962651,0.00111686520357666
"70691","chr20",45705213,45705713,501,"*",3.7924807224959,4.69669444798594,0.832048940339195,3.86464550764674,0.000138219431256129,0.00111748956620156
"117373","chr8",125593958,125594458,501,"*",4.63674348639153,5.34887038259815,3.16993808226025,2.1789323003379,0.000138330459963589,0.00111831594591175
"26311","chr12",31491706,31492206,501,"*",4.29489590770969,5.07064482375196,2.49864295450465,2.57200186924731,0.000138409139085471,0.00111888071063409
"11658","chr1",230857759,230858259,501,"*",4.95505494691258,5.61957457154034,3.68609769055878,1.93347688098157,0.000138458458007558,0.00111915818322489
"9879","chr1",201925117,201925617,501,"*",4.73280105970498,5.42720471342304,3.3436318892735,2.08357282414954,0.00013846110843764,0.00111915818322489
"34582","chr13",110253997,110254497,501,"*",4.68760221039381,5.38558994734832,3.2831420690215,2.10244787832682,0.000138511172006814,0.00111943692445899
"66108","chr2",190979864,190980752,889,"*",4.47581112486259,5.21632245821065,2.87298802175898,2.34333443645167,0.000138513243514555,0.00111943692445899
"14806","chr10",51667936,51668436,501,"*",4.2358665543044,5.02009974884977,2.38810593455224,2.63199381429752,0.000138651530101887,0.0011204117656061
"51339","chr18",435804,436304,501,"*",4.2358665543044,5.02009974884977,2.38810593455224,2.63199381429752,0.000138651530101887,0.0011204117656061
"112306","chr7",140404615,140405115,501,"*",5.14185328668695,5.76796324734539,4.01086298143032,1.75710026591508,0.000138778338755651,0.00112136504413222
"87443","chr4",102599877,102600377,501,"*",4.97596291364717,5.65503480099274,3.65002794415611,2.00500685683663,0.000138809571202938,0.00112154596982389
"118364","chr9",2389293,2389793,501,"*",4.29222060587036,5.0720697377769,2.47134273021257,2.60072700756433,0.000138855911339503,0.00112184893097501
"17877","chr10",112875745,112876245,501,"*",3.9395415583305,4.80017157127522,1.49864295450465,3.30152861677057,0.000138890289179352,0.00112200883701074
"120690","chr9",83885455,83885955,501,"*",4.39948017326434,5.18370993709861,2.55174081969369,2.63196911740492,0.000138893393620752,0.00112200883701074
"89911","chr4",160135959,160136459,501,"*",3.7848631952479,4.69446737817347,0.743534731385166,3.9509326467883,0.00013891191608487,0.00112208700835442
"103785","chr6",130927225,130927725,501,"*",4.24929755025683,5.03568578178716,2.38810593455224,2.64757984723492,0.000138921388028289,0.00112209206712286
"103266","chr6",118781836,118782336,501,"*",4.16984585920408,4.97718760605811,2.16993808226025,2.80724952379786,0.000139037246600356,0.00112295637372649
"30445","chr12",112839282,112839782,501,"*",4.3089650546393,5.07804551077309,2.55174081969369,2.5263046910794,0.000139370998693118,0.00112558030981214
"4620","chr1",67616525,67617025,501,"*",3.91780512254442,4.77621213526479,1.49864295450465,3.27756918076015,0.000139382860924444,0.0011256044483058
"63749","chr2",144403937,144404437,501,"*",4.92479434012031,5.59358540165814,3.6394038623968,1.95418153926134,0.000139407823786182,0.0011257343728388
"65576","chr2",180742747,180743247,501,"*",4.00990882778957,4.85688285474711,1.69715415983301,3.1597286949141,0.000139449792418166,0.00112600159566068
"67790","chr2",226466817,226467317,501,"*",5.65232875132484,6.20127784092332,4.75527010769565,1.44600773322767,0.000139461377681356,0.00112602346646524
"100165","chr6",36820670,36821170,501,"*",6.07502291124009,6.5723692465595,5.30985607637174,1.26251317018775,0.000139471921741225,0.00112603692825343
"20703","chr11",36314441,36314941,501,"*",4.54576171588995,5.27250265401626,3.01086298143031,2.26163967258594,0.000139511495256502,0.00112628474487862
"63715","chr2",142874353,142874853,501,"*",4.41560547033965,5.16937890079865,2.74353473138517,2.42584416941348,0.00013952209029721,0.00112629859987156
"120670","chr9",83481774,83482274,501,"*",3.96524902053059,4.82846098311773,1.49864295450465,3.32981802861309,0.000139604103997736,0.00112688894688647
"17550","chr10",107553461,107553961,501,"*",3.85995199721527,4.73501941758232,1.26839174116204,3.46662767642029,0.000139640869640208,0.0011271139981929
"33226","chr13",62664487,62664987,501,"*",4.29487832942832,5.06606910960184,2.52543615426007,2.54063295534177,0.000139846777775474,0.00112870417092158
"118660","chr9",5536232,5536732,501,"*",4.29609821337085,5.0674985478786,2.52543615426007,2.54206239361852,0.000140039107068726,0.00113016769204698
"81127","chr3",139309763,139310263,501,"*",4.44363122876581,5.19840420780086,2.7661775915031,2.43222661629776,0.000140048745090609,0.00113016769204698
"47092","chr17",8763602,8764102,501,"*",4.48503910823485,5.22327634982887,2.89370150264625,2.32957484718262,0.000140056638901712,0.00113016769204698
"82395","chr3",162661175,162661675,501,"*",4.17408534456926,4.97718760605811,2.20350805937271,2.7736795466854,0.000140073092425735,0.00113016769204698
"122281","chr9",114366336,114366836,501,"*",4.42030097208211,5.17070960315173,2.7661775915031,2.40453201164863,0.000140076914180665,0.00113016769204698
"42334","chr15",88238913,88239413,501,"*",4.70809101219489,5.40360510360641,3.31420567751317,2.08939942609325,0.00014008156451656,0.00113016769204698
"67261","chr2",216750744,216751244,501,"*",3.84235864891755,4.72162832372777,1.20350805937271,3.51812026435506,0.000140164893366292,0.00113073287046974
"83884","chr3",194350112,194350612,501,"*",5.73180602205591,6.2781958130922,4.84169731767753,1.43649849541467,0.000140169444613697,0.00113073287046974
"19284","chr11",7490033,7490533,501,"*",5.17924487572903,5.81097613770601,4.0290897606597,1.78188637704632,0.000140179361717892,0.00113074096354051
"10129","chr1",204647470,204647970,501,"*",3.92447645902961,4.7891082622953,1.44351592115123,3.34559234114407,0.00014020515727377,0.00113087712917227
"111028","chr7",109694574,109695074,501,"*",3.78535025261365,4.7238138891972,0.20350805937271,4.52030582982449,0.000140215798176561,0.00113089104973888
